Summer 2021,ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0:00,0.02,,,,4.64E-03,1.80E-02,4.42E-02,1.35E-02,3.95E-03,-2.32E-03,-6.21E-03,-8.51E-03,6.00E-03,8.32E-03,3.08E-02,6.31E-02,0.18339,0.107864,5.70E-02,0.170624,1.55E-02,-6.42E-04,4.32E-02,8.56E-03,4.12E-03,3.88E-02,1.63E-03,2.58E-02,3.15E-02,-1.15E-03,6.69E-02,8.58E-03,7.67E-02,4.77E-02,6.74E-03,2.35E-02,2.64E-03,5.90E-02,2.96E-02,1.16E-02,9.83E-03,4.74E-03,-8.16E-03,1.09E-03,2.18E-02,3.23E-03,5.00E-02,3.16E-02,1.23E-02,-2.95E-03,-3.72E-03,1.06E-04,5.33E-02,-1.83E-03,-8.45E-03,-4.82E-03,5.00E-02,4.49E-02,-9.88E-03,-4.77E-03,-7.49E-03,6.80E-04,,,,,
0:30,0.02,,,,9.49E-03,1.31E-02,4.71E-02,1.16E-03,3.34E-03,-1.47E-03,-3.13E-03,-1.49E-03,7.65E-03,1.04E-02,2.74E-02,6.37E-02,0.17064,0.134516,4.21E-02,9.19E-02,5.58E-03,1.14E-02,-1.59E-03,5.28E-02,1.20E-02,1.03E-03,8.86E-03,2.27E-02,-2.07E-03,1.92E-02,1.58E-02,-3.11E-03,5.34E-02,-1.55E-03,8.31E-02,5.34E-02,6.65E-03,2.39E-02,-3.27E-04,4.35E-02,1.35E-02,2.15E-02,7.96E-03,-1.24E-03,-6.41E-03,9.22E-04,2.11E-02,6.32E-03,2.41E-02,3.44E-02,9.46E-03,-1.49E-03,-4.28E-03,,,,,,,,,,,,,,
1:00,0.02,,,,6.75E-03,1.01E-02,3.66E-02,-1.36E-03,8.26E-03,-1.47E-03,-9.02E-03,-2.32E-02,6.47E-03,2.70E-02,3.46E-02,5.05E-02,0.142161,7.06E-02,2.27E-02,0.113779,6.54E-03,-6.19E-04,4.18E-02,1.05E-02,9.06E-04,-3.19E-02,3.69E-02,-4.52E-03,1.85E-02,1.07E-02,-3.66E-03,3.44E-02,-7.26E-03,6.12E-02,4.43E-02,3.65E-03,2.27E-02,-4.88E-03,3.08E-02,2.35E-02,2.13E-02,7.89E-03,6.62E-04,-7.66E-03,-4.14E-03,2.12E-02,6.76E-03,1.14E-02,5.17E-02,1.95E-02,-1.00E-03,-5.35E-03,,,,,,,,,,,,,,,
1:30,0.02,,,,1.12E-02,1.11E-02,4.50E-02,1.43E-03,7.74E-03,3.91E-03,1.15E-02,3.52E-02,3.26E-02,0.162582,7.99E-02,2.44E-02,6.42E-02,8.16E-03,-1.01E-03,4.52E-02,1.37E-02,1.10E-03,2.39E-02,3.15E-02,-6.25E-03,1.56E-02,1.60E-02,-5.14E-03,2.53E-02,-1.25E-02,4.63E-02,5.64E-02,1.02E-03,1.63E-02,-1.39E-04,2.89E-02,3.31E-02,2.09E-02,1.09E-03,1.33E-03,-5.40E-03,-4.14E-03,1.70E-02,4.17E-03,1.70E-02,4.57E-02,7.66E-03,-4.88E-04,-4.67E-03,4.30E-02,1.64E-02,-4.15E-03,7.46E-04,5.71E-02,4.48E-02,-8.34E-03,-6.93E-03,,,,,,,,,,
2:00,0.02,,,,7.56E-03,4.90E-02,-1.48E-03,8.15E-03,-2.41E-03,2.08E-02,7.97E-03,2.91E-02,2.34E-02,0.141851,7.72E-02,1.88E-02,3.88E-03,5.24E-04,4.28E-02,1.81E-02,2.11E-03,8.19E-02,4.32E-02,-6.71E-03,1.98E-02,6.26E-03,-2.30E-03,2.07E-02,1.61E-02,5.42E-02,1.35E-02,9.40E-03,4.71E-03,2.76E-02,1.97E-02,1.84E-02,5.79E-03,-1.61E-03,-5.01E-04,-6.36E-03,1.67E-02,6.31E-03,2.90E-02,4.60E-02,5.33E-03,1.46E-04,-6.12E-03,5.05E-02,1.16E-02,-1.25E-02,6.16E-03,3.79E-02,3.44E-02,-5.86E-03,,,,,,,,,,,,,
2:30,0.02,,,,2.97E-03,1.62E-02,4.76E-02,1.22E-03,9.39E-03,-9.09E-04,3.77E-02,1.90E-02,4.69E-02,2.69E-02,0.146795,8.51E-02,3.40E-02,5.50E-03,-1.26E-03,5.06E-02,1.80E-02,7.53E-03,6.95E-02,7.29E-02,-8.11E-03,3.66E-02,1.13E-02,-7.27E-03,3.24E-02,-2.98E-02,3.22E-02,4.39E-02,1.26E-02,8.43E-03,-2.90E-03,2.96E-02,2.93E-02,6.83E-04,4.76E-03,-6.75E-03,-4.42E-03,-7.32E-03,1.47E-02,5.21E-03,6.15E-02,4.02E-02,1.80E-02,3.00E-03,-3.00E-03,,,,,,,,,,,,,,,,,,
3:00,0.02,,,,3.94E-03,2.26E-02,5.07E-02,-4.85E-04,1.16E-02,-1.16E-03,2.64E-02,1.37E-02,4.76E-02,2.35E-02,0.172126,0.109535,2.25E-02,1.07E-02,-1.49E-03,6.45E-02,1.11E-02,2.22E-03,6.74E-02,7.89E-02,-8.42E-03,2.22E-02,8.74E-03,-3.04E-03,5.43E-02,6.53E-02,6.09E-02,1.37E-02,4.02E-03,-4.21E-03,1.29E-02,3.06E-02,-1.80E-03,2.63E-03,-4.46E-03,-6.45E-03,-2.57E-03,1.41E-02,5.31E-03,2.29E-02,3.54E-02,2.70E-03,1.11E-03,-4.99E-03,,,,,,,,,,,,,,,,,,,
3:30,0.02,,,,2.33E-03,2.16E-02,8.85E-02,-1.58E-03,8.46E-03,-8.61E-03,2.14E-02,1.11E-02,6.65E-02,2.49E-02,0.144727,9.87E-02,-1.30E-03,-9.47E-03,1.75E-02,-2.59E-03,5.44E-02,9.21E-03,1.58E-03,4.95E-02,7.90E-02,-1.00E-02,6.28E-03,-7.19E-03,-2.36E-03,2.37E-02,-5.18E-02,6.89E-02,5.82E-02,3.72E-03,-6.15E-04,-1.08E-02,6.08E-03,2.63E-02,-3.81E-03,1.96E-03,-6.33E-03,-4.01E-04,-1.47E-03,1.47E-02,3.51E-03,1.81E-02,3.44E-02,-1.54E-04,3.62E-03,-2.96E-03,-4.04E-03,1.02E-02,5.59E-04,-3.71E-04,2.55E-02,4.29E-02,2.97E-02,-4.51E-04,,,,,,,,,
4:00,0.02,,,,3.46E-03,2.46E-02,-4.23E-03,6.33E-03,4.34E-03,2.61E-02,5.05E-03,4.50E-02,1.56E-02,0.146877,9.84E-02,2.02E-02,1.37E-02,-1.59E-03,6.08E-02,8.73E-03,7.99E-03,7.91E-02,7.61E-02,-5.02E-03,4.86E-02,-3.87E-03,-3.98E-04,6.70E-02,4.72E-02,1.79E-03,-2.81E-03,4.62E-04,3.47E-02,3.04E-02,-7.83E-03,-6.00E-05,-9.54E-02,-3.92E-03,-6.07E-03,4.02E-03,2.69E-03,2.01E-02,3.22E-02,-3.16E-03,-2.44E-03,-2.97E-03,8.30E-04,1.87E-03,-9.03E-03,2.05E-02,6.85E-02,2.92E-02,3.12E-03,,,,,,,,,,,,,,
4:30,0.02,,,,9.23E-03,1.36E-02,-3.45E-03,9.02E-03,-8.96E-03,3.25E-02,3.11E-03,3.34E-02,2.44E-02,0.173256,0.128077,3.40E-02,2.62E-03,2.04E-02,4.42E-03,6.27E-02,1.11E-02,2.35E-02,9.21E-02,5.54E-02,-1.23E-03,2.80E-02,1.94E-03,-9.91E-03,0.163334,3.66E-02,4.63E-04,2.73E-04,-2.93E-03,3.08E-02,2.05E-02,-3.64E-03,6.52E-04,-4.13E-02,-3.08E-03,-3.30E-03,-6.02E-03,2.31E-03,2.04E-02,3.16E-02,-5.71E-03,,,,,,,,,,,,,,,,,,,,,,
