,DOY,co2_flux,air_temperature,ET,X,X.1,X.2,nearest_date,ch4_flux,i.air_temperature
326,10.208,4.53064,294.806,0.000317,NA,NA,NA,10.291,-0.00228,295.697
327,10.229,4.53064,294.806,0.000317,NA,NA,NA,10.291,0.0105,295.571
328,10.25,4.53064,294.806,0.000317,NA,NA,NA,10.291,-0.00163,295.414
329,10.27,4.53064,294.806,0.000317,NA,NA,NA,10.291,-0.000235,294.868
330,10.291,4.53064,294.806,0.000317,NA,NA,NA,10.291,-0.0137,295.041
331,10.312,1.94733,294.683,-0.00194,NA,NA,NA,10.312,-0.0345,295.07
332,10.333,-0.533158,296.689,0.0158,NA,NA,NA,10.333,0.200505,297.376
333,10.354,-6.3887,297.748,0.0713,NA,NA,NA,10.354,0.206028,298.658
334,10.374,-3.70486,298.348,0.0704,NA,NA,NA,10.374,-0.0507,299.371
335,10.395,-4.58662,298.371,0.145821,NA,NA,NA,10.395,0.0786,299.826
336,10.416,-9.25876,298.182,0.17481,NA,NA,NA,10.416,0.0784,299.681
337,10.479,-9.7411,300.146,0.311211,NA,NA,NA,10.479,0.1149,301.554
338,10.499,-7.04741,301.296,0.402413,NA,NA,NA,10.499,0.2091,302.728
339,10.52,-7.68918,301.987,0.537337,NA,NA,NA,10.52,0.0652,303.344
340,10.541,-4.04015,302.431,0.402519,NA,NA,NA,10.541,0.00826,303.821
341,10.562,-4.0244,303.045,0.46626,NA,NA,NA,10.562,-0.177726,304.478
342,10.583,-3.66054,303.828,0.466732,NA,NA,NA,10.583,-0.014,305.389
343,10.604,-3.46784,304.581,0.471637,NA,NA,NA,10.604,0.0989,306.202
344,10.624,-4.62793,303.963,0.430534,NA,NA,NA,10.624,0.0611,305.698
345,10.645,-8.46053,303.161,0.440204,NA,NA,NA,10.645,-0.0125,304.876
346,10.666,-6.71662,303.104,0.398137,NA,NA,NA,10.666,0.0396,304.756
347,10.687,-4.78088,303.103,0.343096,NA,NA,NA,10.687,-0.0175,304.704
348,10.708,-4.6487,302.936,0.310626,NA,NA,NA,10.708,-0.0417,304.544
349,10.729,-5.01599,302.694,0.286361,NA,NA,NA,10.729,-0.0767,304.214
350,10.749,-4.36536,302.814,0.198816,NA,NA,NA,10.749,0.0715,304.451
351,10.77,-3.63939,302.541,0.151114,NA,NA,NA,10.77,0.0678,304.236
352,10.791,-3.58416,302.054,0.114294,NA,NA,NA,10.791,-0.0301,303.749
353,10.812,-1.46646,302.118,0.0749,NA,NA,NA,10.812,0.142377,303.809
354,10.833,-2.64023,302.053,0.081,NA,NA,NA,10.833,0.0634,303.786
355,10.854,0.460755,301.488,0.0244,NA,NA,NA,10.854,0.00316,303.117
356,10.874,2.75489,301.884,6.06E-05,NA,NA,NA,10.874,-0.0132,302.906
357,10.895,3.03416,301.336,-0.00226,NA,NA,NA,10.895,0.0478,302.154
358,10.916,1.76585,300.971,-0.00255,NA,NA,NA,10.916,-0.172944,301.659
359,10.937,12.5927,299.786,0.000364,NA,NA,NA,10.937,0.142709,300.369
360,10.958,1.04235,298.288,-0.00447,NA,NA,NA,10.958,-0.0921,298.745
361,10.979,12.6578,298.045,-0.00931,NA,NA,NA,10.979,0.119482,298.422
362,11,4.8643,299.471,-0.00851,NA,NA,NA,11,-0.0202,299.679
363,11.02,7.00819,298.365,-0.00149,NA,NA,NA,11.02,-0.018,298.633
364,11.041,14.6995,297.147,-0.0232,NA,NA,NA,11.041,0.00245,297.336
365,11.062,14.6995,297.147,-0.0232,NA,NA,NA,11.041,0.00106,297.668
366,11.083,6.12483,297.018,-0.00241,NA,NA,NA,11.083,0.00367,297.107
367,11.104,5.56166,297.229,-0.000909,NA,NA,NA,11.104,-0.00916,297.329
368,11.125,3.62031,298.335,-0.00116,NA,NA,NA,11.125,-0.00204,298.571
369,11.145,2.16017,297.862,-0.00861,NA,NA,NA,11.145,-0.00218,298.114
370,11.166,1.97935,296.545,-0.00896,NA,NA,NA,11.187,-0.0928,297.847
371,11.187,1.97935,296.545,-0.00896,NA,NA,NA,11.187,-0.00171,296.669
372,11.208,1.97935,296.545,-0.00896,NA,NA,NA,11.187,-0.00556,296.683
373,11.229,1.97935,296.545,-0.00896,NA,NA,NA,11.187,0.000523,296.361
374,11.25,1.14097,298.6,0.00347,NA,NA,NA,11.312,0.0215,295.559
375,11.27,1.14097,298.6,0.00347,NA,NA,NA,11.312,-0.0733,296.33
376,11.291,1.14097,298.6,0.00347,NA,NA,NA,11.312,-0.00315,296.7
377,11.312,1.14097,298.6,0.00347,NA,NA,NA,11.312,0.103672,298.85
378,11.333,-0.648251,299.963,0.0162,NA,NA,NA,11.333,-0.00818,300.649
379,11.354,-2.52591,302.365,0.0467,NA,NA,NA,11.354,0.00583,303.453
380,11.374,-1.46323,304.256,0.120476,NA,NA,NA,11.374,0.00473,305.88
381,11.395,-2.84575,304.202,0.159925,NA,NA,NA,11.395,0.00242,306.129
382,11.416,-2.81183,306.39,0.170109,NA,NA,NA,11.416,-0.0601,308.238
383,11.437,-0.498322,309.789,0.217619,NA,NA,NA,11.437,0.00755,311.334
384,11.458,-1.34045,309.785,0.231975,NA,NA,NA,11.458,0.0306,311.283
385,11.479,-1.68001,309.898,0.284217,NA,NA,NA,11.479,-0.487033,311.398
386,11.499,-1.45515,309.839,0.295837,NA,NA,NA,11.499,-0.035,311.29
387,11.52,-0.651244,311.675,0.358309,NA,NA,NA,11.52,0.00879,313.133
388,11.541,0.160119,311.868,0.362292,NA,NA,NA,11.541,0.0744,313.334
389,11.562,0.129622,312.078,0.341702,NA,NA,NA,11.562,-0.0645,313.532
390,11.583,0.0292,312.227,0.389423,NA,NA,NA,11.583,0.014,313.657
391,11.604,-0.313302,311.758,0.284661,NA,NA,NA,11.604,-0.024,313.127
392,11.624,-0.588098,312.1,0.316618,NA,NA,NA,11.624,-0.0708,313.565
393,11.645,-0.683273,312.526,0.291109,NA,NA,NA,11.645,-0.00426,314.127
394,11.666,0.481282,311.84,0.194193,NA,NA,NA,11.666,-0.0337,313.362
395,11.687,-0.189978,312.626,0.177266,NA,NA,NA,11.687,0.00839,314.081
396,11.708,0.350032,313.875,0.189314,NA,NA,NA,11.708,0.0481,315.12
397,11.729,-0.0668,313.636,0.282036,NA,NA,NA,11.729,-0.344247,315.074
398,11.749,0.677256,312.388,0.291597,NA,NA,NA,11.749,0.0695,313.681
399,11.77,1.58787,311.661,0.0798,NA,NA,NA,11.77,-0.0103,312.944
400,11.791,1.35171,311.073,0.0869,NA,NA,NA,11.791,-0.0708,312.437
401,11.812,1.83324,310.102,0.0588,NA,NA,NA,11.812,-0.247638,311.601
402,11.833,1.02332,310.294,0.0588,NA,NA,NA,11.833,0.217991,311.608
403,11.854,1.45902,310.516,0.0452,NA,NA,NA,11.854,0.0209,311.645
404,11.874,0.856756,308.246,0.0197,NA,NA,NA,11.874,-0.182594,309.455
405,11.895,1.40074,306.888,0.021,NA,NA,NA,11.895,0.0453,308.238
406,11.916,4.31272,304.66,0.0702,NA,NA,NA,11.916,0.0331,306.199
407,11.937,1.49161,301.384,0.052,NA,NA,NA,11.937,0.04,302.933
408,11.958,2.46436,300.886,0.0209,NA,NA,NA,11.958,-0.101563,302.226
409,11.979,1.44984,300.895,0.063,NA,NA,NA,11.979,-0.124759,302.308
410,12.02,3.1191,300.627,0.00765,NA,NA,NA,12.02,0.00261,301.486
411,12.041,2.65008,300.532,0.00647,NA,NA,NA,12.041,0.0173,301.346
412,12.062,2.33959,299.708,0.00391,NA,NA,NA,12.062,-0.0453,300.629
413,12.083,1.62127,300.064,0.0208,NA,NA,NA,12.083,0.153271,300.995
414,12.104,3.6183,300.224,0.0377,NA,NA,NA,12.104,-0.23553,301.169
415,12.125,4.35085,299.783,0.0264,NA,NA,NA,12.125,-0.0314,300.667
416,12.145,3.99933,299.481,0.0214,NA,NA,NA,12.145,0.444775,300.325
417,12.166,4.25555,299.27,0.0261,NA,NA,NA,12.166,0.126493,300.099
418,12.187,4.0762,298.973,0.0325,NA,NA,NA,12.187,0.265016,299.773
419,12.208,3.81419,298.794,0.0242,NA,NA,NA,12.208,0.112884,299.575
420,12.229,5.39698,298.543,0.0374,NA,NA,NA,12.229,-0.216613,299.313
421,12.25,5.4785,298.255,0.0402,NA,NA,NA,12.25,0.303507,299.014
422,12.27,4.41725,297.779,0.0548,NA,NA,NA,12.27,0.163278,298.493
423,12.291,3.48233,297.624,0.0485,NA,NA,NA,12.291,0.00293,298.442
424,21.479,-11.8961,298.586,0.219409,NA,NA,NA,21.479,-0.0237,299.811
425,21.499,-13.1022,299.22,0.267286,NA,NA,NA,21.499,-0.253719,300.456
426,21.52,-6.68685,301.12,0.354725,NA,NA,NA,21.52,0.568796,302.238
427,21.541,-4.23539,302.131,0.288873,NA,NA,NA,21.541,-0.220244,303.292
428,21.562,-4.47971,302.966,0.338571,NA,NA,NA,21.562,0.0329,304.252
429,21.583,-4.24953,303.478,0.313408,NA,NA,NA,21.583,-0.13653,304.71
430,21.604,-2.37922,304.465,0.329262,NA,NA,NA,21.604,-0.270343,305.687
431,21.624,-3.52433,304.665,0.328733,NA,NA,NA,21.624,0.175979,305.997
432,21.645,-5.03916,304.545,0.344277,NA,NA,NA,21.645,-0.0903,305.968
433,21.666,-5.73902,304.781,0.344363,NA,NA,NA,21.666,0.114574,306.226
434,21.687,-4.05043,304.871,0.282009,NA,NA,NA,21.687,-0.13901,306.316
435,21.708,-4.91395,303.956,0.257021,NA,NA,NA,21.708,0.0758,305.475
436,21.729,-3.50163,303.001,0.137804,NA,NA,NA,21.729,-0.104653,304.654
437,21.749,-3.9548,302.626,0.117425,NA,NA,NA,21.749,-0.00116,304.223
438,21.77,-5.48397,301.723,0.0836,NA,NA,NA,21.77,-0.108484,303.269
439,21.791,-2.84265,301.612,0.0467,NA,NA,NA,21.791,-0.15248,303.119
440,21.812,-3.2437,301.573,0.0398,NA,NA,NA,21.812,-0.0115,303.074
441,21.833,-0.0533,301.566,0.00529,NA,NA,NA,21.833,0.00383,302.786
442,21.854,1.46689,301.497,-0.00483,NA,NA,NA,21.854,0.321171,302.237
443,21.874,1.03037,300.59,-0.00313,NA,NA,NA,21.874,0.0139,301.185
444,21.895,1.76761,299.675,-0.00261,NA,NA,NA,21.895,-0.0202,300.148
445,21.916,2.76799,299.983,-0.00676,NA,NA,NA,21.916,-0.0193,300.268
446,21.937,-1.21674,297.494,0.00347,NA,NA,NA,21.937,0.00541,297.609
447,21.958,-1.21674,297.494,0.00347,NA,NA,NA,21.937,-0.0263,297.103
448,21.979,-1.21674,297.494,0.00347,NA,NA,NA,21.937,-0.0558,296.106
449,22,-1.21674,297.494,0.00347,NA,NA,NA,21.937,-0.0172,294.213
450,22.02,-1.21674,297.494,0.00347,NA,NA,NA,21.937,0.0356,293.623
451,22.041,-1.21674,297.494,0.00347,NA,NA,NA,21.937,-0.00616,293.001
452,22.062,1.60626,292.959,-0.00947,NA,NA,NA,22.145,-0.00488,292.586
453,22.083,1.60626,292.959,-0.00947,NA,NA,NA,22.145,0.00599,292.511
454,22.104,1.60626,292.959,-0.00947,NA,NA,NA,22.145,-0.0214,292.433
455,22.125,1.60626,292.959,-0.00947,NA,NA,NA,22.145,0.24163,292.817
456,22.145,1.60626,292.959,-0.00947,NA,NA,NA,22.145,-0.00489,293.168
457,22.166,1.60626,292.959,-0.00947,NA,NA,NA,22.145,0.0234,293.856
458,22.187,1.60626,292.959,-0.00947,NA,NA,NA,22.145,-0.227193,294.564
459,22.208,1.60626,292.959,-0.00947,NA,NA,NA,22.145,0.00608,294.112
460,22.229,1.60626,292.959,-0.00947,NA,NA,NA,22.145,0.0273,295.665
461,22.25,-4.59367,298.695,0.0268,NA,NA,NA,22.354,0.013,297.415
462,22.27,-4.59367,298.695,0.0268,NA,NA,NA,22.354,0.0501,296.103
463,22.291,-4.59367,298.695,0.0268,NA,NA,NA,22.354,-0.166483,297.211
464,22.312,-4.59367,298.695,0.0268,NA,NA,NA,22.354,0.00772,298.659
465,22.333,-4.59367,298.695,0.0268,NA,NA,NA,22.354,-0.0142,298.89
466,22.354,-4.59367,298.695,0.0268,NA,NA,NA,22.354,-0.0172,298.959
467,22.374,-9.78067,299.066,0.0312,NA,NA,NA,22.374,0.0298,299.386
468,22.395,-11.5,299.137,0.0253,NA,NA,NA,22.395,0.0885,299.426
469,22.416,-11.5,299.137,0.0253,NA,NA,NA,22.395,-0.0217,299.715
470,22.437,-11.5,299.137,0.0253,NA,NA,NA,22.395,0.0184,299.967
471,22.458,-11.5,299.137,0.0253,NA,NA,NA,22.395,-0.00811,300.176
472,22.479,-11.5,299.137,0.0253,NA,NA,NA,22.395,-0.0079,300.432
473,22.499,-11.5,299.137,0.0253,NA,NA,NA,22.395,-0.0388,300.526
474,22.52,-11.5,299.137,0.0253,NA,NA,NA,22.395,0.0264,300.597
475,22.541,-11.5,299.137,0.0253,NA,NA,NA,22.395,0.0573,300.599
476,22.562,-12.6665,300.37,0.0406,NA,NA,NA,22.687,-0.0169,300.639
477,22.583,-12.6665,300.37,0.0406,NA,NA,NA,22.687,0.126856,300.764
478,22.604,-12.6665,300.37,0.0406,NA,NA,NA,22.687,-0.0555,300.796
479,22.624,-12.6665,300.37,0.0406,NA,NA,NA,22.687,0.159918,300.688
480,22.645,-12.6665,300.37,0.0406,NA,NA,NA,22.687,-0.214939,300.912
481,22.666,-12.6665,300.37,0.0406,NA,NA,NA,22.687,0.00489,300.796
482,22.687,-12.6665,300.37,0.0406,NA,NA,NA,22.687,-0.207715,301.001
483,22.729,-13.6217,299.686,0.0771,NA,NA,NA,22.729,-0.0409,300.288
484,22.749,-11.6358,299.355,0.0125,NA,NA,NA,22.749,-0.0557,299.903
485,22.77,-10.122,299.022,0.0107,NA,NA,NA,22.77,-0.0209,299.529
486,22.791,-7.27294,298.667,-0.0147,NA,NA,NA,22.791,-0.0181,299.094
487,22.812,-4.62902,298.428,-0.0122,NA,NA,NA,22.812,0.0148,298.873
488,22.833,0.541666,297.987,-0.00226,NA,NA,NA,22.833,-0.0181,298.225
489,22.854,0.784751,297.724,-0.0137,NA,NA,NA,22.854,-0.0111,297.884
490,22.874,3.45334,297.55,-0.00279,NA,NA,NA,22.874,0.0191,297.719
491,22.895,2.27806,297.394,-0.00277,NA,NA,NA,22.895,0.0137,297.532
492,22.916,1.73343,297.409,-0.00592,NA,NA,NA,22.916,0.288871,297.539
493,22.937,2.12235,297.348,-0.0164,NA,NA,NA,22.937,0.0149,297.467
494,22.958,4.66156,296.925,-0.00184,NA,NA,NA,22.958,0.0335,296.987
495,22.979,4.46145,296.713,0.00231,NA,NA,NA,22.979,-0.00985,296.743
496,23,2.37289,296.522,0.00558,NA,NA,NA,23.02,-0.00547,296.659
497,23.02,2.37289,296.522,0.00558,NA,NA,NA,23.02,-0.0576,296.569
498,23.041,2.37289,296.522,0.00558,NA,NA,NA,23.02,-0.0192,296.131
499,23.062,2.37289,296.522,0.00558,NA,NA,NA,23.02,0.0681,293.793
500,23.083,2.37289,296.522,0.00558,NA,NA,NA,23.02,-0.0269,292.509
501,23.104,1.92247,296.809,0.00262,NA,NA,NA,23.187,-0.00361,292.303
502,23.125,1.92247,296.809,0.00262,NA,NA,NA,23.187,0.0264,292.012
503,23.145,1.92247,296.809,0.00262,NA,NA,NA,23.187,0.0576,292.673
504,23.166,1.92247,296.809,0.00262,NA,NA,NA,23.187,0.0243,295.811
505,23.187,1.92247,296.809,0.00262,NA,NA,NA,23.187,0.113364,296.917
506,23.208,2.33649,296.716,0.00528,NA,NA,NA,23.208,0.0156,296.873
507,23.229,3.42979,296.697,0.00415,NA,NA,NA,23.229,0.0151,296.897
508,23.25,0.257026,295.973,0.0039,NA,NA,NA,23.25,0.00212,296.17
509,23.27,2.97457,295.33,-0.000388,NA,NA,NA,23.27,0.0317,295.361
510,23.291,2.95677,295.689,0.000699,NA,NA,NA,23.291,0.0155,295.716
511,23.312,2.121,296.142,0.00017,NA,NA,NA,23.312,0.016,296.201
512,23.333,1.58345,296.627,0.000963,NA,NA,NA,23.333,0.00921,296.82
513,23.354,-1.38359,296.829,0.00639,NA,NA,NA,23.354,-0.0229,297.162
514,23.374,-6.22379,296.999,0.00592,NA,NA,NA,23.374,0.0112,297.392
515,23.395,-7.01513,297.182,0.0195,NA,NA,NA,23.395,0.226338,297.612
516,23.416,-14.8303,297.7,0.0265,NA,NA,NA,23.416,0.0132,298.186
517,23.437,-14.1924,297.758,0.0141,NA,NA,NA,23.437,-0.037,298.207
518,23.458,-13.6938,298.456,0.0272,NA,NA,NA,23.458,0.375709,298.982
519,23.499,-13.5872,298.776,0.142546,NA,NA,NA,23.499,-0.0209,299.699
520,23.52,-13.2056,299.208,0.148652,NA,NA,NA,23.52,0.0282,300.173
521,23.541,-10.245,299.311,0.238065,NA,NA,NA,23.541,-0.0125,300.464
522,23.562,-6.75193,299.417,0.234389,NA,NA,NA,23.562,0.0836,300.63
523,23.583,-6.78978,299.812,0.250587,NA,NA,NA,23.583,0.00523,301.045
524,23.604,-7.21572,300.379,0.269646,NA,NA,NA,23.604,-0.0675,301.639
525,23.624,-5.98491,301.244,0.250896,NA,NA,NA,23.624,0.279876,302.543
526,23.645,-7.0317,301.887,0.2909,NA,NA,NA,23.645,0.0391,303.266
527,23.666,-6.72225,301.162,0.200455,NA,NA,NA,23.666,0.0232,302.562
528,23.687,-5.29697,300.927,0.179101,NA,NA,NA,23.687,0.0401,302.3
529,23.708,-4.87195,300.77,0.157326,NA,NA,NA,23.708,-0.131749,302.188
530,23.729,-5.08256,300.577,0.126794,NA,NA,NA,23.729,-0.125653,301.987
531,23.749,-7.07615,300.343,0.133736,NA,NA,NA,23.749,-0.126304,301.695
532,23.77,-5.64242,299.711,0.087,NA,NA,NA,23.77,0.0123,301.024
533,23.791,-3.09594,298.973,0.0434,NA,NA,NA,23.791,-0.106949,300.224
534,23.812,-2.14991,298.959,0.0185,NA,NA,NA,23.812,-0.00197,300.167
535,23.833,-0.349731,298.991,0.00385,NA,NA,NA,23.833,0.439372,300.094
536,23.854,2.34874,298.753,-0.00627,NA,NA,NA,23.854,-0.12898,299.386
537,23.874,2.35124,298.84,-0.00967,NA,NA,NA,23.874,0.143052,299.044
538,23.895,3.07593,298.739,-0.0107,NA,NA,NA,23.895,0.0364,298.866
539,23.916,2.26249,298.613,-0.00696,NA,NA,NA,23.916,-0.00327,298.698
540,23.937,2.31282,298.226,-0.00389,NA,NA,NA,23.937,-0.0444,298.281
541,23.958,2.48836,297.887,-0.00439,NA,NA,NA,23.958,-0.0923,297.901
542,23.979,2.48836,297.887,-0.00439,NA,NA,NA,23.958,-0.0099,297.988
543,24,2.48836,297.887,-0.00439,NA,NA,NA,23.958,0.0234,297.57
544,24.02,2.48836,297.887,-0.00439,NA,NA,NA,23.958,-0.025,296.861
545,24.041,2.48836,297.887,-0.00439,NA,NA,NA,23.958,0.0118,293.681
546,24.062,2.48836,297.887,-0.00439,NA,NA,NA,23.958,0.0627,292.655
547,24.083,2.48836,297.887,-0.00439,NA,NA,NA,23.958,-0.0222,292.471
548,24.104,2.34785,289.274,0.00921,NA,NA,NA,24.229,-0.217135,292.119
549,24.125,2.34785,289.274,0.00921,NA,NA,NA,24.229,0.125808,291.065
550,24.145,2.34785,289.274,0.00921,NA,NA,NA,24.229,-0.0486,291.213
551,24.166,2.34785,289.274,0.00921,NA,NA,NA,24.229,-0.01,291.457
552,24.187,2.34785,289.274,0.00921,NA,NA,NA,24.229,0.0526,290.21
553,24.208,2.34785,289.274,0.00921,NA,NA,NA,24.229,-0.0983,290.352
554,24.229,2.34785,289.274,0.00921,NA,NA,NA,24.229,0.00515,290.764
555,24.25,2.34785,289.274,0.00921,NA,NA,NA,24.229,-0.0113,291.069
556,24.27,2.34785,289.274,0.00921,NA,NA,NA,24.229,-0.0065,291.112
557,24.291,-1.91099,295.115,-0.0712,NA,NA,NA,24.333,-0.00171,291.732
558,24.312,-1.91099,295.115,-0.0712,NA,NA,NA,24.333,-0.364078,292.943
559,24.333,-1.91099,295.115,-0.0712,NA,NA,NA,24.333,-0.00332,296.379
560,24.395,-1.55852,301.368,0.082,NA,NA,NA,24.395,-0.0307,302.462
561,24.416,-2.4445,299.735,0.119127,NA,NA,NA,24.416,-0.131138,300.883
562,24.437,-1.51621,301.029,0.115141,NA,NA,NA,24.437,-0.0473,302.244
563,24.458,-5.18039,300.687,0.150731,NA,NA,NA,24.458,0.0647,301.94
564,24.479,-6.92761,301.069,0.188505,NA,NA,NA,24.479,0.0167,302.34
565,24.499,-3.97007,301.453,0.130959,NA,NA,NA,24.499,-0.0637,302.775
566,24.52,-4.79264,303.046,0.19974,NA,NA,NA,24.52,-0.00956,304.711
567,24.541,-3.66388,303.787,0.187984,NA,NA,NA,24.541,-0.0264,305.81
568,24.562,-2.79439,305.361,0.236597,NA,NA,NA,24.562,0.0261,307.532
569,24.583,-2.68502,305.803,0.207531,NA,NA,NA,24.583,0.00939,307.988
570,24.604,-2.31311,307.794,0.342235,NA,NA,NA,24.604,0.0638,309.947
571,24.624,-0.896042,307.192,0.282394,NA,NA,NA,24.624,0.0585,309.484
572,24.645,-0.853363,308.319,0.270451,NA,NA,NA,24.645,0.0363,310.603
573,24.666,-1.56653,309.8,0.276757,NA,NA,NA,24.666,-0.0078,312.185
574,24.687,-0.665782,309.796,0.143301,NA,NA,NA,24.687,0.0275,312.248
575,24.708,-0.0863,311.116,0.287487,NA,NA,NA,24.708,0.00574,313.366
576,24.729,0.221265,311.712,0.272717,NA,NA,NA,24.729,-0.00605,313.964
577,24.749,0.304307,312.666,0.252846,NA,NA,NA,24.749,-0.00739,314.728
578,24.77,2.04783,314.663,0.187581,NA,NA,NA,24.77,-0.0575,316.401
579,24.791,1.80408,314.304,0.145877,NA,NA,NA,24.791,-0.149625,315.982
580,24.812,1.99764,313.511,0.124432,NA,NA,NA,24.812,0.0022,315.187
581,24.833,1.06275,312.075,0.0523,NA,NA,NA,24.833,-0.031,313.839
582,24.854,0.336372,309.537,0.0107,NA,NA,NA,24.854,-0.113974,311.372
583,24.874,2.1533,307.176,0.00542,NA,NA,NA,24.874,-0.166181,309.054
584,24.895,0.744627,305.114,0.00507,NA,NA,NA,24.895,0.0653,307.011
585,24.916,1.52824,305.12,0.0122,NA,NA,NA,24.916,0.0563,306.961
586,24.937,2.18746,305.653,0.0109,NA,NA,NA,24.937,-0.0196,307.549
587,24.958,2.24981,306.308,0.014,NA,NA,NA,24.958,-0.0711,308.273
588,24.979,1.84259,306.146,0.0109,NA,NA,NA,24.979,0.00878,308.186
589,25,1.8302,306.396,0.0155,NA,NA,NA,25,-0.035,308.496
590,25.02,1.64026,305.592,0.0114,NA,NA,NA,25.02,0.125674,307.668
591,25.041,1.37302,304.21,0.00654,NA,NA,NA,25.041,0.0407,306.247
592,25.062,2.40961,303.148,0.00816,NA,NA,NA,25.062,-0.23363,305.188
593,25.083,1.68665,302.617,0.00388,NA,NA,NA,25.083,-0.0127,304.645
594,25.104,1.7198,302.265,0.0055,NA,NA,NA,25.104,0.122089,304.248
595,25.125,1.52611,302.252,0.0107,NA,NA,NA,25.125,-0.170448,304.174
596,25.145,1.40945,302.895,0.0175,NA,NA,NA,25.145,-0.264573,304.725
597,25.166,1.16331,302.717,0.0137,NA,NA,NA,25.166,0.0381,304.502
598,25.187,1.29437,303.563,0.0204,NA,NA,NA,25.187,0.206518,305.222
599,25.208,1.59028,304.101,0.0318,NA,NA,NA,25.208,0.06,305.727
600,25.229,3.23281,302.549,0.0259,NA,NA,NA,25.229,0.375389,304.367
601,25.27,2.53062,302.965,0.0225,NA,NA,NA,25.27,-0.106805,304.413
602,42.02,1.4095,296.162,-0.000327,NA,NA,NA,42.02,-0.00987,297.369
603,42.041,4.50707,295.618,-0.00488,NA,NA,NA,42.041,0.0252,296.786
604,42.062,-0.422187,294.79,-0.000139,NA,NA,NA,42.062,0.00109,295.933
605,42.083,-2.88609,293.622,0.00471,NA,NA,NA,42.083,0.00253,294.692
606,42.104,-0.420382,292.683,-0.0029,NA,NA,NA,42.104,-0.00845,293.68
607,42.125,3.39344,292.835,-0.00421,NA,NA,NA,42.125,0.00109,293.782
608,42.145,11.6585,292.321,-0.0108,NA,NA,NA,42.145,0.000509,293.211
609,42.166,-0.417078,291.602,0.000462,NA,NA,NA,42.166,0.000767,292.442
610,42.187,3.41627,291.527,-0.00293,NA,NA,NA,42.187,0.00135,292.342
611,42.208,-0.786323,291.996,-0.000277,NA,NA,NA,42.208,0.00011,292.762
612,42.229,-0.786323,291.996,-0.000277,NA,NA,NA,42.208,0.000331,292.654
613,42.25,3.33022,292.192,-0.0259,NA,NA,NA,42.25,-0.000754,292.898
614,42.27,-2.68591,292.467,-0.0305,NA,NA,NA,42.27,0.000814,293.178
615,42.291,3.08022,294.214,-0.00715,NA,NA,NA,42.291,-0.00931,295.133
616,42.312,1.83126,294.666,0.000476,NA,NA,NA,42.312,0.00118,295.718
617,42.333,-0.393141,295.825,0.026,NA,NA,NA,42.333,0.00564,297.003
618,42.354,-0.373103,297.131,0.0242,NA,NA,NA,42.354,0.0114,298.383
619,42.374,-2.00519,297.911,0.032,NA,NA,NA,42.374,0.00238,299.203
620,42.395,-2.94048,299.441,0.0647,NA,NA,NA,42.395,-0.0125,300.819
621,42.416,-3.4427,302.242,0.122961,NA,NA,NA,42.416,0.0402,303.778
622,42.437,-2.09824,304.253,0.155007,NA,NA,NA,42.437,-0.0035,305.971
623,42.479,-1.40691,307.129,0.239322,NA,NA,NA,42.479,-0.300624,308.98
624,42.499,-1.53537,308.799,0.244869,NA,NA,NA,42.499,-0.295401,310.624
625,42.52,-1.36901,309.35,0.24526,NA,NA,NA,42.52,0.0705,311.038
626,42.541,-0.372019,308.768,0.133243,NA,NA,NA,42.541,-0.252393,310.414
627,42.562,-0.184936,308.344,0.101793,NA,NA,NA,42.562,0.226465,309.983
628,42.583,0.543015,308.952,0.0946,NA,NA,NA,42.583,0.0367,310.559
629,42.604,0.330095,309.281,0.101176,NA,NA,NA,42.604,-0.0503,310.941
630,42.624,1.31224,308.95,0.0922,NA,NA,NA,42.624,0.0733,310.617
631,42.645,1.30653,308.411,0.0853,NA,NA,NA,42.645,0.0322,310.126
632,42.666,1.09516,308.071,0.0756,NA,NA,NA,42.666,0.0305,309.838
633,42.687,0.153511,308.098,0.0958,NA,NA,NA,42.687,-0.00664,309.932
634,43.895,3.04877,296.609,0.105019,NA,NA,NA,43.895,0.0618,297.988
635,43.916,3.32173,296.794,0.145209,NA,NA,NA,43.916,-0.0315,298.193
636,43.937,3.26809,296.734,0.099,NA,NA,NA,43.937,-0.114411,298.133
637,43.958,2.79265,296.618,0.0807,NA,NA,NA,43.958,-0.072,298.044
638,43.979,3.14536,296.479,0.0896,NA,NA,NA,43.979,-0.0305,297.904
639,44,2.9598,296.392,0.059,NA,NA,NA,44,0.0544,297.836
640,44.02,2.68718,295.931,0.0435,NA,NA,NA,44.02,-0.000154,297.332
641,44.041,2.83595,295.545,0.0308,NA,NA,NA,44.041,0.0587,296.93
642,44.062,2.33854,295.355,0.0289,NA,NA,NA,44.062,-0.0278,296.739
643,44.083,2.16157,295.269,0.0276,NA,NA,NA,44.083,-0.000562,296.641
644,44.104,1.83333,295.118,0.0296,NA,NA,NA,44.104,-0.00865,296.463
645,44.125,1.5755,294.781,0.0129,NA,NA,NA,44.125,0.0113,296.119
646,44.145,1.27843,294.686,0.00608,NA,NA,NA,44.145,-0.0158,296.012
647,44.166,1.48297,294.952,0.0347,NA,NA,NA,44.166,0.00352,296.304
648,44.187,1.73362,294.814,0.0308,NA,NA,NA,44.187,0.00506,296.211
649,44.208,2.59026,294.806,0.0334,NA,NA,NA,44.208,-0.0123,296.246
