DOY,ch4_flux,air_temperature
96,0.10749,295.38
96.02,0.110884,293.79
96.041,-5.86E-02,293.653
96.062,0.132426,293.371
96.083,0.452867,294.373
96.104,6.48E-02,294.394
96.125,-1.77E-02,294.363
96.145,2.01E-02,294.863
96.166,1.00E-01,296.111
96.187,2.79E-02,296.172
96.208,-5.47E-02,296.031
96.229,4.83E-02,295.622
96.25,0.143069,295.288
96.27,-0.106786,294.877
96.291,0.100802,293.435
96.312,-1.18E-02,292.621
96.333,8.11E-02,291.115
96.374,6.82E-02,293.698
96.395,0.317037,296.524
96.437,0.105242,297.304
96.458,-0.129803,297.155
96.479,-0.523063,297.891
96.499,-0.314542,297.919
96.52,0.432902,298.035
96.541,0.118334,298.253
96.583,0.490322,298.37
96.604,-0.515495,298.659
96.624,-0.130015,298.98
96.645,-0.303069,299.205
96.666,-0.146853,299.088
96.687,0.27272,298.83
96.708,0.326148,298.718
96.729,-0.140471,297.976
96.749,-1.14E-02,297.848
96.77,0.521207,297.521
96.791,-0.30785,297.219
96.812,-4.62E-02,297.02
96.833,-0.131556,297.023
96.854,0.128587,296.742
96.874,1.42E-02,296.244
96.895,-7.63E-02,296.075
96.916,-0.136834,295.974
96.937,-5.94E-02,295.469
96.958,2.81E-02,294.973
96.979,-4.57E-02,294.801
97,2.64E-02,295.545
97.02,-0.247194,294.99
97.041,0.1085,295.397
97.062,3.75E-02,295.969
97.083,-0.282556,295.348
97.104,0.308748,295.558
97.125,-9.48E-02,295.463
97.145,0.225009,295.828
97.166,-0.404727,296.18
97.187,-0.536591,296.732
97.208,-0.428903,297.043
97.229,-3.86E-02,297.35
97.25,0.160924,297.298
97.27,-0.555178,297.167
97.291,-0.135942,297.13
97.312,0.530304,297.061
97.354,9.54E-02,297.311
97.374,-7.05E-02,297.517
97.395,-6.85E-02,297.627
97.416,0.378671,297.774
97.437,5.02E-02,297.554
97.458,-0.160512,297.556
97.479,0.225379,298.543
97.499,-0.155194,297.898
97.52,6.33E-02,298.231
97.541,0.279422,298.886
97.562,-0.125177,299.414
97.583,-0.159177,299.761
97.604,-0.564164,300.306
97.624,-0.429958,301.631
97.645,0.218703,301.681
97.666,-0.229846,301.991
97.687,0.481125,302.029
97.708,-1.42E-02,301.631
97.729,0.118135,301.289
97.749,-0.243034,300.472
97.791,0.423955,299.578
97.812,0.49611,299.379
97.833,2.96E-02,299.333
97.854,4.66E-03,299.27
97.874,0.12208,298.772
97.895,3.06E-02,298.319
97.916,7.67E-02,297.927
97.937,-2.47E-02,298.123
97.958,5.86E-03,297.912
97.979,0.287442,297.844
98,1.48E-02,297.609
98.02,-6.12E-02,297.644
98.041,8.32E-02,298.014
98.062,6.95E-02,297.93
98.25,0.131858,301.838
98.27,0.323805,300.538
98.354,8.52E-03,301.582
98.374,1.52E-02,301.349
98.395,-2.54E-02,300.926
98.416,0.131598,299.194
98.437,0.161507,298.569
98.458,0.239836,299.762
190.083,1.20E-03,280.355
190.104,4.78E-03,281.127
190.125,4.02E-03,280.992
190.146,-1.08E-02,280.268
190.167,-1.36E-02,280.055
190.187,-1.67E-02,279.336
190.208,-4.59E-03,278.742
190.229,2.29E-02,278.722
190.25,5.19E-03,278.488
190.396,0.103557,287.397
190.458,-0.157935,290.156
190.479,0.151622,292.258
190.521,-0.198147,290.18
190.542,-0.35212,289.928
190.562,9.05E-03,289.589
190.583,5.22E-02,289.07
190.604,5.98E-02,288.54
190.625,4.13E-02,287.902
190.646,7.00E-03,289.134
190.667,3.66E-02,289.829
190.687,-0.237281,290.67
190.708,-9.51E-03,290.798
190.729,-5.41E-02,290.351
190.75,0.126775,289.589
190.771,5.39E-03,288.328
190.792,1.77E-02,286.32
190.833,0.258148,282.943
190.854,5.41E-02,282.107
190.875,8.53E-03,281.206
190.896,-1.15E-02,280.529
190.917,3.00E-02,280.339
190.937,5.45E-02,280.184
190.958,4.58E-02,280.104
190.979,-1.98E-02,280.913
191,-1.67E-02,280.776
191.021,-0.107506,280.265
191.042,-3.55E-03,280.264
191.062,6.22E-02,279.967
191.083,5.92E-03,279.578
191.104,-0.127236,279.789
191.125,-5.21E-02,281.124
191.271,1.10E-02,286.349
191.292,2.29E-02,288.767
191.625,5.29E-02,295.601
191.646,3.51E-03,294.477
191.667,5.17E-02,293.436
191.687,-7.71E-02,292.254
191.708,-2.07E-03,291.736
191.729,1.22E-03,291.186
191.75,-2.53E-02,290.254
191.771,-1.84E-02,289.814
191.792,-2.37E-03,289.601
191.812,-6.66E-03,289.127
191.833,1.80E-02,291.002
191.854,-6.50E-03,292.674
191.896,-3.38E-02,292.548
192,0.279236,288.509
192.042,5.24E-02,290.561
192.062,1.22E-02,292.46
192.104,2.67E-03,290.293
192.25,1.54E-03,290.013
192.375,2.31E-03,292.923
192.396,-0.126748,292.416
192.437,2.63E-02,290.792
192.458,0.196081,290.584
192.479,-3.49E-02,289.285
192.5,8.09E-02,289.21
192.521,-1.02E-02,290.415
192.542,0.160446,291.803
192.562,-8.73E-02,292.582
192.583,-2.15E-02,293.638
192.604,-7.59E-02,294.94
192.625,0.109399,294.917
192.646,4.81E-02,294.167
192.667,3.00E-02,294.236
192.687,-1.57E-02,294.406
192.708,0.107707,293.944
192.75,0.520359,292.933
192.771,-2.59E-02,292.583
192.792,-0.147768,292.687
192.812,3.03E-02,291.58
192.833,1.70E-02,290.384
192.854,-8.40E-03,290.464
192.875,1.17E-02,288.832
192.917,-6.01E-02,288.596
192.937,-1.34E-02,288.023
192.958,1.50E-02,287.534
192.979,4.74E-02,287.504
193,-1.31E-02,287.049
193.021,3.62E-03,286.552
193.042,5.53E-03,286.832
193.062,1.67E-02,286.431
193.083,1.14E-03,285.722
193.104,-4.98E-03,285.829
193.125,-2.52E-03,286.303
193.146,9.21E-04,285.998
193.167,-2.26E-03,286.697
193.187,2.29E-03,287.898
193.208,-5.54E-04,288.001
193.229,2.46E-03,287.844
193.25,-4.03E-03,288.035
193.271,-1.87E-03,287.649
193.292,3.16E-03,287.214
193.312,1.87E-03,287.391
193.333,-2.77E-02,288.241
193.354,6.71E-03,290.494
193.375,4.12E-03,290.473
193.396,-0.26198,290.284
193.417,0.330974,290.22
193.437,8.72E-02,291.271
193.458,0.370111,292.047
193.5,0.523112,293.306
193.562,-0.264748,294.982
193.625,2.91E-02,295.873
193.646,7.73E-03,296.067
193.667,1.44E-02,296.101
193.687,0.134417,295.695
193.708,-4.39E-02,295.151
193.729,2.35E-02,294.829
193.75,-0.137336,294.083
193.771,-0.400018,293.659
193.792,4.77E-02,293.443
193.812,-6.37E-02,292.903
193.833,-7.22E-02,293.003
193.854,-2.87E-02,292.944
193.875,0.167038,291.728
193.896,-0.199817,291.049
193.917,-0.269765,290.088
193.937,2.57E-02,290.582
193.958,6.00E-02,290.509
193.979,-7.12E-02,290.67
194,-8.00E-02,290.923
194.021,1.13E-02,291.07
194.042,-1.44E-02,291.005
194.062,-2.45E-02,290.944
194.083,1.56E-02,291.404
194.104,2.52E-02,291.444
194.125,-5.51E-03,291.285
194.146,1.57E-02,291.119
194.167,-1.20E-02,290.969
194.187,1.34E-02,290.796
194.208,3.63E-03,289.875
194.229,6.77E-02,288.542
194.25,-9.14E-02,288.033
194.271,2.96E-02,288.221
194.292,-9.53E-02,288.471
194.312,-2.36E-02,288.387
194.333,-1.86E-02,287.039
194.354,4.43E-02,287.385
194.375,-6.41E-02,288.01
194.396,1.46E-02,288.416
194.417,2.02E-02,289.553
194.437,-7.96E-03,290.539
194.458,-7.33E-03,291.257
194.479,3.40E-02,291.794
194.5,6.63E-02,292.253
194.521,3.41E-02,292.753
194.542,-1.26E-02,292.57
194.562,0.116353,293.174
194.583,-1.33E-02,293.367
194.604,6.69E-03,293.77
194.625,-1.42E-04,294.427
194.646,-5.65E-03,294.028
194.667,1.93E-02,293.644
194.687,-4.04E-02,293.828
194.708,-9.78E-03,293.195
194.729,6.46E-04,292.98
194.75,-2.30E-02,292.576
194.771,1.78E-02,292.358
194.792,6.66E-03,292.001
194.812,-1.49E-02,291.825
194.833,1.08E-02,291.829
194.854,0.218129,291.956
194.896,-0.211022,291.822
194.937,1.08E-02,291.716
194.958,-2.93E-02,291.434
194.979,-4.08E-02,291.28
195,3.73E-02,290.938
195.021,-6.66E-02,291.612
195.042,-4.68E-02,291.709
195.083,-0.238385,291.737
195.104,-0.105175,291.501
195.125,-0.19747,291.132
195.146,9.40E-02,290.958
195.208,-0.379731,290.183
195.229,-1.76E-02,289.995
195.25,-1.49E-02,289.929
195.271,3.02E-02,289.836
195.292,2.79E-02,290.797
195.312,-2.04E-02,290.833
195.333,1.84E-02,290.744
195.396,2.32E-03,296.131
195.417,0.11804,295.537
195.437,-0.17452,295.023
195.458,2.80E-02,293.608
195.562,1.10E-02,291.705
195.667,2.15E-02,292.505
196.437,-2.74E-02,292.656
196.458,2.41E-02,292.991
204.437,-3.37E-02,288.565
204.458,-3.09E-03,289.508
204.479,3.78E-03,289.682
204.5,-2.16E-02,289.943
206.437,3.10E-04,287.074
206.458,-5.65E-02,287.744
207.437,1.55E-02,292.037
207.458,1.02E-02,292.241
208.437,-2.36E-03,292.885
208.458,1.32E-03,293.061
209.437,1.24E-02,293.876
209.458,-3.90E-02,294.905
210.437,2.87E-03,290.16
210.458,-3.79E-02,290.832
211.437,2.86E-03,291.218
211.458,-2.30E-03,291.8
212.437,1.20E-02,294.111
212.458,0.444977,294.623
213.437,-0.139353,290.271
213.458,-0.349476,290.753
214.437,-2.23E-02,290.543
214.458,-1.49E-02,291.797
215.437,-0.163852,290.193
217.437,-5.81E-02,290.627
217.458,8.32E-02,291.239
218.458,-0.178149,292.013
219.437,-3.11E-02,291.212
219.458,-0.132298,291.328
221.437,-7.22E-02,288.695
221.458,2.43E-02,289.663
222.437,-9.89E-03,292.594
222.458,-3.22E-03,293.697
223.437,0.559117,295.869
223.458,1.61E-02,296.409
233.437,6.71E-02,294.145
233.458,-8.56E-02,294.994
234.437,1.72E-03,294.894
234.458,-2.42E-02,295.726
235.437,-8.68E-02,291.319
236.437,-0.16289,290.815
236.458,0.465769,291.224
237.437,-0.160432,291.628
237.458,0.31285,291.954
238.437,6.79E-02,290.34
238.458,7.27E-02,290.599
239.437,-0.102727,290.736
239.458,6.62E-02,291.033
240.437,-1.55E-02,290.059
240.458,2.34E-02,290.829
241.437,-0.134949,290.367
241.458,7.23E-03,290.871
242.437,-2.99E-02,290.042
242.458,-8.18E-03,291.614
243.437,7.12E-03,294.677
243.458,-4.36E-03,295.078
244.437,-7.69E-02,295.82
244.458,-0.175023,295.484
245.437,1.87E-03,302.136
245.458,4.50E-03,303.209
246.437,-0.205974,299.051
246.458,0.108471,299.617
247.437,-0.191452,292.039
247.458,-0.238705,292.461
248.437,-0.176413,291.746
248.458,7.61E-02,291.624
249.437,0.151736,292.595
249.458,-0.440359,292.813
250.437,-4.30E-02,292.539
250.458,0.172549,292.801
251.437,3.91E-02,292.253
251.458,-0.201035,292.723
252.521,0.285527,299.754
252.542,2.77E-02,300.668
252.604,0.163095,301.239
252.625,9.55E-02,301.355
252.771,-0.170941,296.75
252.792,-0.554795,295.836
252.937,-0.415859,294.576
252.958,0.301661,294.417
253.104,-3.62E-02,293.047
253.125,1.28E-02,292.842
253.271,2.67E-03,292.132
253.292,2.65E-03,291.092
253.437,-0.505359,293.348
253.458,-8.45E-02,293.234
253.604,8.29E-02,294.976
253.625,0.147473,294.599
253.771,3.79E-02,291.766
253.792,8.80E-03,290.741
253.937,7.01E-03,290.685
253.958,-1.36E-02,291.281
254.104,-6.80E-03,297.153
254.125,4.68E-02,297.555
254.271,0.223628,298.377
254.292,-0.19652,298.281
254.437,-0.13118,298.236
254.458,-0.148515,297.968
254.604,0.150566,296.865
254.625,-7.05E-02,297.053
254.771,-8.08E-02,296.113
254.792,-5.59E-03,295.846
254.937,7.88E-02,294.431
254.958,0.156448,294.195
255.104,-3.30E-03,292.033
255.125,-0.151422,291.87
255.271,8.22E-02,290.556
255.625,-7.67E-02,293.033
255.937,-0.238875,287.299
256.125,-3.68E-03,298.685
256.271,-6.51E-04,291.107
256.292,-1.31E-03,289.982
256.437,0.169757,292.446
256.458,0.12114,292.673
256.604,-0.157342,293.561
256.625,0.139644,293.216
257.771,-6.01E-02,291.461
257.792,3.61E-02,291.459
257.937,2.81E-02,290.309
257.958,-2.42E-03,290.325
258.104,7.44E-04,283.507
258.125,4.79E-03,282.68
258.271,-2.10E-02,280.78
258.292,-6.48E-02,281.622
258.437,-0.111861,293.698
258.458,-4.86E-02,294.02
258.604,0.226325,294.202
258.625,-0.31707,293.997
258.771,-5.76E-02,291.474
258.792,5.98E-02,291.475
258.937,-5.13E-02,288.502
258.958,2.25E-02,287.767
265.417,0.450361,302.301
265.583,-0.12984,293.889
265.729,8.36E-02,294.588
265.75,6.51E-02,294.314
265.896,-0.185882,292.437
265.917,-3.74E-02,292.644
266.062,-3.99E-02,292.927
266.083,-0.110028,292.589
266.229,-2.07E-02,291.884
266.25,-7.91E-03,291.616
266.396,3.56E-02,293.345
266.417,3.71E-02,293.381
266.562,-0.20309,296.713
266.583,-0.132974,297.036
266.729,-4.82E-03,296.895
266.75,-0.126046,296.489
266.896,2.77E-02,294.105
266.917,-8.19E-02,294.124
267.062,6.20E-02,293.438
267.083,-0.191702,293.057
267.229,-1.51E-02,292.483
267.25,-6.20E-03,292.596
267.562,0.198346,295.051
267.75,0.106104,292.919
267.896,-0.231429,294.596
268.229,-3.66E-03,287.965
268.25,2.03E-03,288.72
268.396,-0.420543,290.483
268.417,-3.95E-02,290.372
268.562,0.173562,291.618
268.583,-0.153321,292.242
268.729,-0.520912,290.834
268.75,0.12905,290.678
268.917,-0.238159,289.366
269.062,7.70E-03,287.611
269.083,-8.66E-03,285.993
269.229,-6.49E-04,285.511
269.25,2.57E-03,284.513
269.396,7.79E-02,290.657
269.417,0.536937,291.431
269.562,0.538899,293.063
269.583,7.84E-03,293.177
269.729,-0.183011,291.729
269.75,0.174111,291.369
269.896,-0.153366,288.422
269.917,-0.243759,288.066
270.062,1.25E-02,281.841
270.083,-2.27E-03,282.039
270.229,1.13E-02,282.53
270.25,-3.90E-03,282.188
270.396,-8.58E-02,292.342
270.417,3.12E-02,292.976
270.562,-3.52E-02,297.556
270.583,0.127303,297.835
270.729,-0.132948,298.109
270.75,5.82E-02,295.163
270.896,-0.158165,290.702
270.917,2.12E-02,290.05
271.062,-1.82E-02,288.928
271.083,-4.58E-03,288.43
271.229,5.24E-04,285.38
271.25,-2.66E-02,284.381
271.396,0.259988,295.763
271.562,1.91E-02,299.107
271.583,-0.102914,298.961
271.729,0.138305,295.69
271.75,-4.50E-02,295.279
271.896,-0.231677,289.64
271.917,-9.66E-03,290.076
272.062,0.104788,290.758
272.083,-7.32E-03,290.845
272.229,-0.14157,289.126
272.25,8.96E-02,288.694
272.396,0.425081,295.009
272.417,0.235331,295.406
272.562,0.162589,298.484
272.583,-0.305138,299.123
272.729,0.18559,296.351
272.75,-0.470507,295.612
272.896,0.189814,299.328
273.083,-3.16E-02,303.702
273.417,6.99E-02,301.087
273.562,0.176273,295.714
274.396,-1.59E-02,295.865
274.417,1.48E-02,295.718
274.562,0.158594,297.681
274.583,3.24E-02,297.808
274.729,6.82E-02,295.579
274.75,-1.92E-02,295.189
274.771,-4.83E-02,294.41
275,-0.124773,294.113
275.687,-0.119534,295.529
276.271,5.33E-02,291.47
276.292,-0.114288,291.513
276.437,3.85E-02,293.515
276.458,-6.77E-02,293.899
276.604,9.40E-02,300.503
276.625,-0.301874,299.773
276.771,1.36E-02,297.164
276.792,-4.69E-02,297.068
276.937,-9.30E-02,295.742
276.958,4.86E-02,295.58
277.229,0.292379,292.701
277.25,5.18E-02,292.28
277.417,-0.131134,294.897
277.562,-0.391674,294.384
277.729,-4.55E-02,292.869
277.75,0.339119,293.47
277.917,-0.552171,275.845
278.062,-0.136396,292.113
278.229,0.433171,291.254
278.396,-0.30558,291.885
278.417,-0.582007,296.769
278.562,9.03E-02,293.476
278.583,-9.00E-02,293.698
278.729,9.45E-02,293.761
278.75,-7.88E-02,293.503
278.896,5.13E-04,291.933
278.917,-2.84E-02,291.76
279.062,4.19E-03,291.748
279.083,-1.22E-02,291.676
279.229,-1.24E-02,288.915
279.25,7.15E-03,290.139
279.562,-0.544246,299.676
279.729,-0.119312,298.556
279.75,3.29E-03,298.122
279.896,-6.61E-02,295.779
279.917,-0.360239,296.963
280.229,3.48E-02,290.653
280.396,-0.255435,293.339
280.417,1.09E-02,292.328
280.562,0.1712,293.447
280.583,0.153433,293.46
280.729,4.02E-02,293.003
280.75,4.33E-02,292.81
280.896,-7.56E-02,287.665
280.917,-9.65E-02,286.523
281.062,5.92E-02,291.181
281.083,-1.92E-03,290.97
281.229,2.34E-03,287.481
281.25,3.14E-03,287.108
281.396,-1.54E-02,293.574
281.417,1.84E-02,294.259
281.562,0.159875,297.675
281.729,3.65E-02,298.52
281.75,-2.20E-02,298.104
281.896,0.12682,292.654
281.917,-2.39E-02,292.349
282.062,2.17E-03,294.263
282.083,-4.02E-03,294.173
282.229,3.86E-03,294.774
282.25,-2.94E-02,294.569
282.396,-3.56E-02,298.564
282.417,0.587001,299.189
282.562,-0.245672,302.438
282.583,0.163244,301.773
282.729,-5.26E-02,296.016
282.75,0.113938,295.823
282.896,0.106911,293.75
282.917,-6.51E-04,293.489
283.062,9.85E-03,292.898
283.083,8.92E-03,292.611
283.229,9.77E-03,291.815
283.25,-5.50E-03,291.294
283.396,-7.09E-02,293.286
283.417,5.44E-02,293.614
283.562,0.109705,294.075
283.583,-0.484714,294.245
283.729,-6.90E-02,292.624
283.896,3.88E-02,291.238
283.917,-0.352223,290.968
284.062,-8.92E-02,294.34
284.083,2.39E-02,292.329
284.229,-1.72E-03,288.159
284.25,3.05E-03,288.555
284.396,-1.32E-02,291.113
284.417,1.17E-02,291.553
284.562,0.27698,293.269
284.583,0.180798,293.185
284.729,3.78E-02,291.759
284.75,3.30E-02,291.342
284.896,3.83E-02,289.516
284.917,3.42E-02,289.03
285.062,-6.76E-03,286.132
285.083,-2.48E-03,287.067
285.229,-1.72E-03,287.311
285.25,5.63E-03,287.709
285.396,6.38E-03,294.462
285.417,-1.43E-02,295.104
285.562,1.89E-02,298.965
285.583,3.30E-02,298.948
285.729,-8.55E-02,297.461
285.75,-5.82E-02,296.252
285.896,7.27E-02,292.438
285.917,-8.93E-02,292.308
286.062,0.299891,292.445
286.083,1.27E-02,292.325
286.229,0.292543,291.303
286.25,-0.493754,291.475
286.396,0.533161,296.359
286.417,-0.378244,297.26
286.583,0.190003,299.768
286.729,0.133772,295.746
286.75,3.56E-02,295.853
286.896,0.169614,293.524
286.917,0.202711,293.344
287.396,-0.101332,294.124
287.417,-0.354265,294.752
287.562,0.299086,297.29
287.583,-0.46069,297.089
287.729,0.102586,294.339
287.75,0.51492,293.792
287.896,-5.24E-03,287.735
287.917,4.16E-02,287.281
288.062,-4.39E-02,284.305
288.083,-1.73E-02,284.386
288.229,-1.80E-02,291.033
288.25,-0.12376,291.015
288.396,-6.29E-02,294.378
288.417,-6.72E-02,294.688
288.583,-0.346014,296.242
289.229,0.272066,292.532
289.25,3.18E-02,292.588
289.396,-0.120663,293.197
289.417,-0.170671,293.234
289.562,-0.105088,296.336
289.729,0.171043,293.03
289.75,3.97E-02,292.995
289.896,-5.02E-02,292.569
289.917,5.32E-02,292.55
290.062,4.64E-02,291.874
290.083,-4.16E-03,292.151
290.562,0.193956,294.809
290.583,-3.77E-02,295.027
290.729,-4.98E-02,294.885
290.75,-0.178518,294.696
290.896,1.30E-02,288.936
290.917,2.36E-02,289.104
291.062,6.45E-02,287.827
291.083,8.46E-02,287.675
291.229,-2.61E-02,288.338
291.396,-7.02E-02,296.123
291.417,-8.57E-02,296.863
291.562,-3.99E-02,294.932
291.583,-3.46E-02,294.597
291.729,-3.54E-02,293.362
291.75,3.16E-02,293.435
291.896,1.90E-02,292.419
291.917,8.82E-02,292.167
292.062,0.122285,291.726
292.083,-0.133476,291.593
292.229,-4.90E-03,291.137
292.25,-4.02E-02,290.617
292.396,0.216349,293.873
292.417,-2.71E-02,295.016
292.562,-7.59E-02,295.248
292.583,0.135797,295.555
292.729,0.224113,295.286
292.75,-5.42E-02,294.686
292.896,-6.96E-02,292.614
292.917,-5.50E-02,292.548
293.062,3.50E-02,291.578
293.083,-7.33E-03,291.639
293.229,-3.49E-03,290.722
293.25,1.83E-03,290.768
293.396,-0.416285,297.597
293.562,-0.10016,301.868
293.583,-5.93E-02,301.842
293.729,0.124975,300.43
293.75,-0.141531,299.512
293.896,-4.20E-02,295.013
293.917,-7.15E-02,295.014
294.062,7.03E-02,294.756
294.083,-1.64E-03,294.626
294.229,2.55E-02,293.954
294.25,1.13E-02,294.091
294.396,-6.81E-02,298.311
294.417,2.65E-02,298.881
294.562,-1.26E-02,304.683
294.583,-5.90E-02,305.041
294.729,-3.94E-02,302.108
294.75,3.45E-02,301.978
295.562,0.206228,302.211
295.583,-8.10E-02,300.582
295.729,-0.103599,298.077
295.75,0.202654,298.036
295.896,-0.2723,295.39
295.917,-0.498572,295.294
296.396,7.92E-02,293.911
296.417,-0.1803,293.763
296.562,0.309345,293.947
296.583,5.83E-02,293.42
296.729,1.58E-02,293.724
296.75,-0.120673,293.178
296.896,-0.279527,292.252
296.917,-0.314683,292.514
297.062,-1.27E-02,292.524
297.083,-2.25E-02,292.574
297.229,-1.59E-02,291.832
297.396,-0.211619,295.341
297.417,-0.486653,293.023
297.583,4.58E-02,293.526
297.729,3.34E-02,292.178
297.75,-7.54E-02,292.035
297.896,5.81E-02,291.322
297.917,0.153676,291.501
298.062,-1.22E-02,291.602
298.083,1.24E-02,291.294
298.229,-2.51E-04,290.013
298.25,-3.98E-03,290.156
298.396,2.71E-02,293.584
298.417,-5.01E-02,293.509
298.562,0.117079,294.1
298.583,-0.107225,294.122
298.729,0.106382,292.953
298.75,0.242926,292.489
298.896,-1.94E-02,291.359
298.917,-5.84E-03,291.437
299.062,-9.88E-04,289.138
299.083,7.68E-03,287.211
299.229,-6.47E-03,288.4
299.25,1.91E-03,290.465
299.396,-1.03E-02,294.535
299.417,-0.303414,295.574
299.562,2.27E-02,296.946
299.583,-2.34E-02,297.151
299.729,0.252399,295.921
299.75,2.05E-02,295.412
299.896,5.85E-02,291.72
299.917,3.68E-02,291.875
300.062,3.32E-02,290.155
300.083,1.37E-03,290.188
300.229,4.36E-03,289.833
300.25,-2.66E-03,289.781
300.396,4.62E-03,299.247
300.417,-4.17E-03,300.482
300.562,-1.86E-02,305.167
300.583,2.33E-02,305.036
300.75,-0.229783,304.224
300.896,0.284601,298.567
300.917,1.54E-02,298.39
301.083,-0.142758,295.345
301.229,-0.296694,295.38
301.25,-7.17E-02,294.918
301.417,-0.255366,298.068
301.562,-0.108055,302.084
301.583,-0.206255,302.647
301.771,0.166311,303.733
301.792,-1.56E-02,301.297
310.562,5.19E-02,307.506
310.583,-1.47E-02,306.211
310.729,1.21E-02,302.265
311.062,2.48E-03,295.828
311.083,3.54E-03,295.769
311.229,7.74E-03,293.365
311.25,7.05E-03,293.312
311.396,8.74E-03,294.273
311.417,2.33E-03,294.541
311.562,3.28E-02,295.233
311.583,-1.19E-02,295.285
311.729,4.95E-02,293.8
311.75,-2.38E-02,293.544
311.896,0.162165,293.162
311.917,-2.34E-02,293.097
312.062,2.15E-03,291.486
312.083,5.88E-04,291.458
312.229,-1.63E-02,291.314
312.25,-1.53E-04,292.722
312.396,4.68E-02,294.633
312.417,-1.77E-02,294.74
312.562,-4.40E-02,295.928
312.583,-1.64E-02,296.155
312.729,-0.107839,295.033
312.75,1.44E-02,294.905
312.896,2.90E-02,287.503
313.062,3.85E-03,285.644
313.083,2.98E-03,285.38
313.229,-6.10E-04,286.49
313.25,6.90E-05,287.647
313.396,2.95E-03,294.574
313.562,2.99E-02,297.748
313.583,8.76E-03,297.495
313.729,-1.20E-02,297.558
313.75,0.118918,297.304
314.062,-8.86E-02,294.456
314.083,0.543946,293.653
314.229,-0.30448,300.796
314.25,-0.370257,300.647
314.417,-0.232556,295.873
314.562,7.83E-03,293.603
314.583,-8.42E-02,293.746
314.729,5.39E-02,293.562
314.75,-1.61E-02,293.498
314.896,-2.53E-02,292.491
314.917,-2.25E-02,292.14
315.437,-6.91E-02,295.19
315.458,9.59E-03,295.248
315.479,3.24E-02,295.44
315.5,-1.43E-02,295.366
315.562,-0.159658,295.61
315.583,-0.117565,295.722
315.646,3.85E-02,294.882
315.667,5.87E-03,294.73
315.729,-2.24E-02,294.333
315.75,1.51E-02,294.142
315.812,3.74E-02,293.91
315.833,-0.148636,293.875
315.896,2.76E-02,294.122
315.917,-1.06E-02,294.085
315.979,1.30E-02,293.275
316,-8.02E-02,293.453
316.062,1.60E-02,292.968
316.083,5.47E-02,292.459
316.146,-8.75E-02,291.761
316.167,-2.17E-02,291.459
316.229,-0.219767,291.543
316.25,-8.89E-02,291.919
316.312,-0.111443,293.161
316.333,0.23117,293.406
316.396,0.276433,302.455
316.417,-8.17E-02,301.37
316.479,8.86E-02,303.228
316.5,0.183049,301.725
316.562,-3.15E-02,300.699
316.583,-0.121721,301.12
316.646,0.108629,300.712
316.667,0.149145,301.224
316.729,-1.85E-02,293.808
316.75,-0.336111,293.954
316.812,3.85E-02,293.892
316.833,0.130111,293.772
316.917,1.15E-03,292.997
316.979,-5.48E-02,292.743
317,-2.48E-02,292.839
317.062,2.22E-02,292.876
317.083,1.49E-02,292.369
317.146,1.84E-02,291.479
317.167,2.78E-02,290.324
317.229,-2.02E-02,295.992
317.25,2.53E-03,294.209
317.312,0.304217,294.217
317.333,0.459146,299.984
317.396,-7.74E-03,293.419
317.417,-2.33E-03,293.556
317.479,0.11415,294.127
317.5,-0.144977,293.966
317.562,-4.20E-02,293.847
317.583,2.36E-02,293.96
317.646,1.85E-02,293.979
317.667,4.59E-02,293.886
317.729,-6.56E-02,293.341
317.75,0.10376,293.018
317.812,-7.62E-02,292.471
317.833,4.37E-02,292.389
317.896,-1.72E-02,293.559
317.917,-3.16E-02,292.77
317.979,-2.77E-02,290.915
318,7.38E-03,290.774
318.062,-0.11812,290.453
318.083,-0.222752,290.202
318.146,0.210039,290.121
318.167,8.55E-02,290.079
318.229,0.103579,290.601
318.25,9.53E-02,290.77
318.312,0.343734,291.546
318.333,0.367087,291.953
318.396,0.146825,292.642
318.417,0.29913,291.93
318.479,-0.52457,294.142
318.5,-4.21E-02,293.464
318.562,-0.194795,292.62
318.583,0.380036,295.845
318.646,-2.18E-03,292.87
318.667,-0.17211,292.805
318.729,7.16E-02,291.859
318.75,-0.176552,292.175
318.812,-0.17987,291.374
318.833,-0.225463,291.724
318.896,-4.92E-02,290.745
318.917,-0.224206,290.714
319,-0.273957,294.901
319.062,0.187935,292.85
319.083,-4.76E-02,290.928
319.146,-2.04E-02,290.266
319.167,-3.48E-02,290.282
319.229,1.77E-03,290.394
319.25,-4.11E-03,290.632
319.396,-4.74E-02,291.615
319.417,0.230142,290.659
319.479,-0.486346,291.652
319.5,-1.07E-03,292.341
319.562,-0.129785,292.7
319.583,-6.02E-02,292.847
319.646,-4.18E-02,292.501
319.667,-3.75E-02,292.638
319.729,-4.82E-02,291.373
319.75,0.109392,291.79
319.812,-1.25E-02,291.503
319.833,-3.83E-02,291.079
319.896,3.85E-02,295.241
319.917,-0.10914,290.693
319.979,-3.97E-02,290.44
320.062,-0.142416,292.088
320.146,-1.37E-02,290.327
320.167,-2.87E-04,290.421
320.229,-1.23E-03,290.793
320.25,7.35E-03,290.693
320.312,2.70E-03,291.815
320.333,-1.96E-02,292.079
320.396,-8.80E-03,292.555
320.417,6.93E-03,292.486
320.479,1.69E-02,293.357
