DOY,ch4_flux,air_temperature
50.02,1.36E-03,298.365
50.041,-2.69E-02,297.598
50.062,-6.70E-04,297.612
50.083,6.61E-03,298.613
50.104,-3.45E-03,299.015
50.125,-5.71E-03,299.194
50.145,4.16E-03,299.377
50.166,2.41E-03,298.668
50.187,-1.37E-03,298.023
50.208,5.55E-03,296.882
50.229,-2.24E-03,296.441
50.25,4.37E-03,296.808
50.27,-1.46E-03,297.646
50.291,3.54E-03,297.731
50.312,1.03E-03,297.73
50.333,-2.09E-03,299.879
50.354,5.12E-03,301.869
50.374,-4.46E-03,303.487
50.395,4.25E-03,304.872
50.416,8.73E-03,306.142
50.437,-1.44E-02,307.806
50.479,4.52E-03,308.734
50.499,1.00E-02,309.617
50.52,3.23E-03,310.154
50.541,-3.51E-04,310.85
50.562,-1.85E-02,311.508
50.583,2.56E-02,312.103
50.604,-9.12E-03,311.976
50.624,1.03E-02,312.194
50.645,7.74E-04,311.845
50.666,-2.88E-03,311.609
50.687,-5.91E-03,311.551
50.708,7.89E-02,311.713
50.729,9.62E-02,311.643
50.749,1.11E-02,311.75
50.77,0.146415,311.414
50.791,-9.75E-03,311.085
50.812,-4.01E-02,310.794
50.833,-2.36E-02,310.548
50.854,1.69E-02,307.66
50.874,-2.99E-03,306.761
50.895,-2.18E-02,306.536
50.916,1.64E-02,306.688
50.937,1.48E-02,306.864
50.958,2.65E-02,307.029
50.979,-2.51E-02,306.966
51,1.81E-02,306.676
51.02,-2.05E-02,306.347
51.041,6.78E-02,305.83
51.062,1.36E-02,304.896
51.083,0.15219,304.263
51.104,-1.88E-02,303.894
51.125,-4.30E-02,303.787
51.145,1.92E-02,304.104
51.166,-7.41E-03,303.404
51.187,4.77E-02,301.719
51.208,-5.65E-03,300.905
51.229,1.17E-02,301.111
51.25,3.66E-02,300.809
51.27,7.72E-02,300.743
51.291,3.32E-02,300.653
51.312,9.89E-03,300.364
51.333,-0.124365,300.322
51.354,-4.94E-02,300.371
51.374,4.79E-02,301.077
51.395,8.64E-02,300.608
51.416,8.63E-03,300.726
51.437,2.15E-02,300.305
51.458,-6.78E-03,300.284
51.479,-2.18E-02,300.506
51.499,1.50E-02,301.188
51.52,1.18E-02,301.716
51.541,8.70E-03,302.465
51.562,1.73E-02,302.628
51.583,1.27E-02,303.387
51.604,-3.75E-02,303.201
51.624,-1.51E-02,303.292
51.645,0.131493,303.522
51.666,6.67E-02,302.434
51.687,4.90E-03,302.481
51.708,-7.13E-03,301.792
51.729,-0.158782,300.873
51.749,1.57E-02,301.106
51.77,-1.48E-02,300.753
51.791,1.98E-02,299.873
51.812,2.12E-02,299.588
51.833,1.66E-02,299.433
51.854,-2.64E-02,299.129
51.874,-1.37E-02,299.031
51.895,-1.05E-02,298.951
51.916,9.67E-03,298.74
51.937,-3.79E-04,298.58
51.958,-1.75E-02,298.562
51.979,-2.15E-02,298.483
52,5.54E-02,298.441
52.02,-8.98E-03,298.365
52.041,-2.57E-02,298.325
52.062,6.44E-03,298.297
52.083,9.90E-03,298.206
52.104,5.00E-03,298.015
52.125,-1.76E-02,297.901
52.145,-9.50E-03,297.782
52.166,8.12E-04,297.722
52.187,1.71E-02,297.517
52.208,-8.55E-03,297.386
52.229,8.98E-03,297.485
52.25,6.40E-03,297.439
52.27,7.69E-03,297.328
52.291,1.13E-02,297.301
52.312,6.62E-03,297.367
52.333,-5.00E-03,297.528
52.354,-1.44E-02,297.839
52.374,1.11E-02,298.048
52.395,-6.28E-03,298.132
52.416,9.83E-03,298.199
52.437,-9.53E-03,298.399
52.458,2.27E-02,298.583
52.479,8.67E-03,298.687
52.499,7.84E-03,298.895
52.52,-2.05E-02,299.187
52.541,5.13E-03,299
52.562,9.40E-03,299.159
52.583,2.78E-02,299.036
52.604,2.17E-02,299.147
52.624,3.11E-02,299.429
52.645,-7.90E-02,299.675
52.666,1.22E-02,299.265
52.687,-8.57E-03,299.086
52.708,4.69E-03,298.922
52.729,1.23E-04,298.8
52.749,-2.07E-02,298.702
52.77,-1.23E-02,298.651
52.791,2.30E-02,298.367
52.812,-2.85E-02,298.229
52.833,1.09E-02,297.924
52.854,-9.75E-03,297.969
52.874,4.64E-02,298.027
52.895,0.200543,297.962
52.916,2.30E-02,297.953
52.937,7.29E-02,297.855
52.958,-6.16E-02,297.902
52.979,4.12E-02,297.877
53,3.79E-02,297.81
53.02,3.09E-02,297.841
53.041,4.30E-02,297.888
53.062,-9.16E-02,297.971
53.083,5.28E-03,297.942
53.104,-8.04E-03,297.546
53.125,-2.03E-03,297.668
53.145,-1.33E-02,297.651
53.166,2.28E-02,297.653
53.187,-5.38E-03,297.71
53.208,3.36E-03,297.692
53.229,1.39E-02,297.529
53.25,-9.25E-03,297.134
53.27,-4.42E-03,297.265
53.291,-7.66E-04,297.244
53.312,-0.104113,296.989
53.333,-1.46E-02,297.235
53.354,1.01E-02,297.875
53.374,3.20E-02,297.744
53.416,1.78E-03,299.181
53.437,4.58E-03,298.531
53.458,-3.16E-02,299.331
53.479,-1.29E-03,299.062
53.499,6.17E-03,299.83
53.52,1.94E-02,300.523
53.541,-6.35E-03,300.423
53.562,-1.06E-02,300.509
53.583,-5.66E-03,300.33
53.604,-1.54E-03,300.11
53.624,-8.46E-03,299.06
53.645,1.19E-02,299.159
53.666,-1.41E-02,298.401
53.687,6.23E-03,298.564
53.708,8.00E-03,298.761
53.729,4.71E-03,298.344
53.749,-1.15E-02,298.184
53.77,3.08E-02,297.89
53.791,2.56E-02,297.606
53.812,8.79E-03,297.059
53.833,-2.30E-03,296.673
53.854,4.76E-03,296.613
53.874,-1.85E-02,296.51
53.895,1.10E-02,296.3
53.916,-9.87E-03,296.331
53.937,-3.55E-02,296.024
53.958,-6.02E-03,295.596
53.979,1.82E-04,295.422
54,-9.96E-03,295.041
54.02,-1.27E-02,294.808
54.041,1.76E-02,294.817
54.062,-2.52E-03,294.478
54.083,-7.04E-03,294.226
54.104,-1.54E-02,294.064
54.125,-1.59E-02,294.008
54.145,7.83E-03,293.963
54.166,-4.16E-03,294.062
54.187,4.58E-03,294.023
54.208,8.41E-03,293.708
54.229,1.06E-02,293.571
54.25,-1.18E-02,293.627
54.27,2.90E-04,293.828
54.291,-6.11E-03,293.64
54.312,-1.62E-03,293.443
54.333,1.55E-02,294.095
54.354,1.41E-02,294.713
54.374,1.00E-02,295.259
54.395,1.08E-02,296.008
54.437,4.11E-02,296.993
54.458,9.12E-03,297.056
54.479,2.04E-02,296.849
54.499,-4.14E-02,297.735
54.52,1.29E-02,298.124
54.541,7.03E-03,298.072
54.562,-3.50E-02,297.723
54.583,-1.69E-02,298.129
54.604,8.58E-03,298.204
54.624,-2.55E-02,298.25
54.645,1.94E-02,297.95
54.666,6.51E-02,297.878
54.687,-0.150876,297.741
54.708,-3.89E-02,297.87
54.729,2.11E-02,297.129
54.749,-0.311897,297.258
54.77,1.86E-02,296.884
54.791,-1.51E-02,296.27
54.812,-4.73E-03,295.919
54.833,-1.10E-02,295.771
54.854,-1.09E-02,295.149
54.874,9.84E-03,294.406
54.895,-1.43E-02,293.778
54.916,-7.48E-03,293.755
54.937,1.12E-02,294.448
54.958,9.55E-02,295.047
54.979,3.97E-03,294.702
55,-6.40E-03,294.714
55.02,2.85E-02,294.692
55.041,-8.07E-03,294.764
55.062,1.97E-03,294.784
55.083,2.93E-03,294.207
55.104,-3.83E-03,294.842
55.125,-4.79E-03,292.838
55.145,2.55E-03,292.362
55.166,-3.06E-03,292.334
55.187,-2.85E-03,292.034
55.208,-3.35E-03,291.813
55.229,-2.37E-03,291.805
55.25,2.68E-03,292.093
55.27,-2.35E-03,291.93
55.291,1.91E-03,291.828
55.312,1.45E-03,291.717
55.333,4.26E-03,292.019
55.354,5.29E-03,292.817
55.374,3.22E-02,293.585
55.395,8.70E-03,294.207
55.416,7.66E-03,294.669
55.437,1.66E-02,295.078
55.458,-6.24E-03,295.731
55.479,-2.79E-04,296.64
55.499,-1.88E-03,297.453
55.52,-1.62E-02,297.771
55.541,4.90E-02,298.015
55.562,3.72E-02,298.161
55.583,4.12E-03,298.372
55.604,2.09E-02,298.745
55.624,4.29E-02,298.905
55.645,4.22E-02,298.792
57.499,-5.88E-03,296.625
57.52,-3.39E-03,297.292
57.541,-2.16E-03,297.237
57.562,-8.44E-03,297.33
57.583,7.17E-03,297.717
57.604,-1.66E-02,297.481
57.624,2.76E-03,297.536
57.645,6.12E-03,297.448
57.666,3.04E-03,297.725
57.687,1.27E-03,297.18
57.708,-2.21E-03,297.323
57.729,2.49E-03,297.04
57.749,6.00E-03,296.645
57.77,1.90E-02,296.949
57.791,-5.19E-03,296.595
57.812,1.05E-02,296.026
57.833,1.38E-02,295.241
57.854,2.99E-03,295.213
57.874,-2.84E-03,294.693
57.895,1.71E-04,294.129
57.916,-1.30E-03,294.106
57.937,-3.48E-04,293.621
57.958,-4.11E-04,292.706
57.979,1.67E-03,292.524
58,1.67E-03,292.214
58.02,-1.59E-03,289.097
58.041,-6.77E-04,289.653
58.062,3.18E-03,289.558
58.083,-1.20E-02,289.415
58.104,-8.66E-03,288.89
58.125,5.65E-03,288.539
58.145,-6.67E-03,288.723
58.166,-9.60E-03,288.906
58.187,-5.19E-03,291.073
58.208,1.09E-03,289.224
58.229,1.91E-03,290.31
58.25,3.08E-04,289.501
58.27,3.34E-04,292.081
58.291,1.16E-03,293.286
58.312,1.09E-03,294.267
58.333,1.11E-03,294.414
58.354,7.65E-04,294.513
58.374,2.13E-03,294.778
58.395,-8.62E-04,295.175
58.416,7.27E-04,295.479
58.437,4.28E-04,295.767
58.458,2.29E-03,296.153
58.479,-6.58E-03,296.643
58.499,5.32E-03,296.581
58.52,-1.70E-03,296.259
58.541,2.16E-03,296.522
58.562,1.32E-02,296.9
58.583,-1.32E-02,297.079
58.604,-6.87E-03,297.33
58.624,-2.45E-02,297.409
58.645,9.54E-02,297.534
58.666,4.29E-02,297.83
58.687,1.37E-02,298.062
58.708,-7.94E-03,298.089
58.729,-4.51E-03,298.141
58.749,-4.92E-02,298.178
58.77,-8.48E-02,298.177
58.833,0.25599,297.643
58.895,0.243663,295.376
58.916,-0.240417,293.674
58.937,1.07E-02,291.377
58.958,-3.50E-02,290.735
58.979,-8.75E-04,290.001
59,3.14E-02,289.715
59.02,-1.58E-03,289.915
59.041,2.14E-02,289.749
59.062,-9.55E-03,289.607
59.083,3.15E-03,289.728
59.104,-3.63E-03,290.224
59.125,-2.48E-03,290.035
59.145,-4.15E-04,288.34
59.166,6.97E-03,287.821
59.187,3.29E-03,287.957
59.208,2.79E-03,287.782
59.229,-1.58E-03,288.384
59.25,-1.49E-04,289.787
59.27,-1.22E-03,289.088
59.291,-1.25E-03,289.197
59.312,1.12E-03,288.103
59.333,9.21E-04,289.786
59.354,2.81E-04,292.377
59.374,-2.35E-03,294.751
59.395,-1.76E-03,295.645
59.437,3.68E-04,297.319
59.458,-6.23E-03,297.994
59.479,-3.08E-03,298.367
59.499,-2.85E-02,299.082
59.52,-7.01E-03,300.047
59.541,-2.31E-02,300.411
59.562,4.91E-03,300.808
59.583,-9.36E-02,301.208
59.604,-1.61E-02,301.167
59.624,-1.80E-02,301.371
59.645,-0.17484,301.747
59.666,-2.42E-02,301.559
59.687,1.41E-02,301.818
59.708,-6.51E-02,302.018
59.729,7.64E-03,301.774
59.749,5.02E-03,301.425
59.77,-8.33E-03,301.517
59.791,-1.34E-02,300.954
59.812,-1.54E-02,300.672
59.833,2.54E-03,300.188
59.854,-2.33E-02,299.902
59.874,2.47E-02,299.697
59.895,9.55E-03,299.482
59.916,-8.30E-03,299.495
59.937,-6.40E-03,298.975
59.958,-5.84E-03,298.322
59.979,-4.18E-03,298.278
60,-1.19E-02,298.875
60.02,-1.41E-02,299.072
60.041,1.20E-02,298.921
60.062,2.64E-03,298.601
60.083,2.85E-03,298.337
60.104,-5.12E-02,298.268
60.125,2.84E-02,298.05
60.145,-0.101413,297.922
60.166,-4.10E-03,297.678
60.187,1.02E-02,297.554
60.208,-4.38E-03,297.64
60.229,7.82E-03,297.877
60.354,-4.48E-03,296.974
60.374,-6.38E-03,297.231
60.395,-2.12E-02,298.05
60.416,3.67E-03,298.604
60.437,1.28E-02,299.243
60.458,1.63E-02,299.779
60.479,7.48E-03,299.128
60.499,5.04E-03,299.584
60.52,-4.24E-03,299.374
60.541,-5.73E-03,299.302
60.562,2.40E-02,299.617
60.583,-3.81E-03,298.899
60.604,-1.08E-02,298.66
60.624,-1.77E-03,298.681
60.645,-1.38E-02,298.668
60.666,9.54E-03,298.958
60.687,4.28E-03,298.576
60.708,-9.08E-03,297.666
60.729,1.60E-02,300.279
60.749,-1.13E-02,301.319
60.77,-1.77E-02,298.736
60.791,-3.93E-03,296.318
60.812,-4.09E-03,296.025
60.833,2.30E-03,295.433
60.854,-7.68E-03,295.086
60.874,-1.38E-02,295.028
60.895,-3.78E-03,294.681
60.916,-3.02E-03,294.592
60.937,2.53E-03,294.574
60.958,-4.57E-04,294.37
60.979,-6.19E-03,294.313
61,3.88E-03,294.197
61.02,-3.28E-03,294.027
61.041,1.93E-03,293.989
61.062,0.12176,293.874
61.083,-1.96E-02,293.852
61.104,4.73E-03,293.554
61.125,-5.63E-03,293.742
61.145,-5.45E-03,293.723
61.166,-5.65E-03,293.542
61.187,6.15E-04,293.896
61.208,6.12E-03,293.693
61.229,1.13E-03,293.644
61.25,-3.15E-03,293.795
61.27,6.76E-03,293.67
61.291,6.49E-03,293.612
61.312,-8.26E-03,293.663
61.333,-3.82E-04,293.669
61.354,-1.37E-02,293.647
61.374,2.63E-03,293.791
61.395,2.77E-03,294.073
61.416,3.37E-03,294.262
61.437,5.32E-03,294.594
61.458,-1.03E-02,294.591
61.479,-3.46E-03,294.646
61.499,-1.51E-03,294.439
61.52,2.95E-04,293.959
61.541,7.10E-04,294.908
61.562,1.43E-03,294.822
61.583,1.67E-03,295.256
61.604,4.11E-03,295.341
61.624,-2.06E-03,295.191
61.645,-3.13E-03,295.551
61.666,2.87E-03,296.234
61.687,-1.21E-03,295.893
61.708,5.73E-03,295.818
61.729,2.70E-03,295.582
61.749,-1.98E-03,295.566
61.77,4.32E-03,295.315
61.812,1.53E-02,294.722
61.979,0.1082,294.139
62,-0.567415,294.258
62.02,0.372169,294.204
62.041,9.98E-04,294.182
62.062,2.57E-04,294.125
62.083,-7.01E-04,294.177
62.104,-4.97E-03,294.487
62.125,-1.57E-03,294.616
62.145,3.36E-03,294.514
62.166,1.26E-02,294.525
62.187,-2.41E-03,294.329
62.208,4.54E-03,294.221
62.229,4.71E-03,294.217
62.25,4.91E-03,293.568
62.27,-1.00E-03,293.251
62.291,-4.40E-04,292.908
62.312,-1.17E-02,292.513
62.333,-2.23E-03,293.499
62.354,-2.42E-03,293.332
62.374,-5.38E-04,297.6
62.395,-3.17E-02,289.392
62.416,-2.44E-03,297.685
62.458,-0.576101,294.776
62.562,-6.06E-03,296.543
62.583,5.56E-03,296.235
62.604,9.28E-03,296.876
62.624,-5.66E-03,297.378
62.645,-1.33E-03,296.628
62.666,-2.18E-03,296.219
62.687,4.89E-03,296.186
62.708,-1.33E-03,296.303
62.729,2.05E-03,296.356
62.749,-4.28E-03,296.464
62.77,-1.47E-03,296.11
62.791,-7.78E-04,295.837
62.812,-1.93E-03,295.517
62.833,2.80E-03,295.284
62.854,4.01E-04,295.127
62.874,1.37E-03,295.183
62.895,4.89E-04,294.811
62.916,1.34E-03,299.343
62.937,-1.65E-03,295.244
62.958,6.97E-03,293.578
62.979,-4.30E-03,294.088
63.166,-2.57E-02,295.434
63.187,-2.26E-03,295.388
63.208,2.56E-03,295.536
63.229,5.32E-04,295.559
63.25,2.50E-03,295.45
63.27,-8.00E-04,295.455
63.291,-1.23E-03,295.355
63.312,3.12E-03,295.385
63.333,-8.97E-04,295.512
63.354,1.55E-03,295.654
63.374,3.10E-03,295.844
63.416,-8.42E-02,295.463
63.541,-0.546632,296.518
63.562,1.26E-02,296.584
63.583,1.29E-03,297.11
63.604,3.12E-03,297.601
63.624,2.10E-03,297.672
63.645,1.30E-03,298.358
63.666,-3.19E-03,298.283
63.687,-2.80E-03,298.368
63.708,9.26E-04,298.252
63.729,-2.01E-03,298.192
63.749,5.80E-04,298.18
63.77,-2.68E-03,298.109
63.791,-3.50E-03,297.937
63.812,1.73E-02,297.901
63.833,-2.95E-03,297.802
63.874,0.483917,297.534
63.895,0.274993,299.584
63.916,-1.47E-03,302.584
63.937,5.33E-03,301.423
63.958,-4.49E-03,300.554
63.979,-6.38E-03,297.805
64,8.60E-03,295.507
64.02,1.22E-03,294.95
64.041,5.99E-03,294.886
64.062,1.24E-02,294.702
64.083,4.96E-03,294.506
64.104,-4.67E-03,294.483
64.125,5.26E-03,294.829
64.145,-2.61E-03,294.74
64.166,-4.77E-03,294.838
64.187,1.24E-02,294.805
64.208,-5.36E-03,295.001
64.229,-5.15E-03,294.981
64.25,2.69E-03,294.744
64.27,1.74E-03,294.837
64.291,-1.64E-03,294.89
64.312,8.43E-04,294.231
64.333,2.66E-03,294.252
64.354,-1.45E-03,294.313
64.374,2.08E-03,294.416
64.395,1.12E-03,294.46
64.416,-2.84E-03,294.841
64.437,2.24E-03,295.041
64.458,4.78E-03,295.19
64.479,-3.96E-03,295.474
64.499,1.13E-02,296.076
64.52,-1.96E-03,296.073
64.541,2.43E-04,295.548
64.562,-4.09E-03,295.444
64.583,3.40E-03,296.493
64.604,6.85E-03,296.635
64.624,-5.74E-03,296.705
64.645,-5.22E-03,295.828
64.666,2.72E-03,296.565
64.687,3.61E-03,296.457
64.708,6.39E-03,296.113
64.729,-5.53E-03,295.905
64.749,1.88E-03,295.716
64.77,-2.27E-03,295.576
64.791,7.82E-05,295.416
64.812,2.02E-03,295.184
64.833,-4.26E-03,295.04
64.854,2.18E-03,294.922
64.874,5.79E-03,294.823
64.895,7.79E-04,294.777
64.916,3.09E-03,294.351
64.937,-1.14E-03,294.237
64.958,6.42E-03,294.343
64.979,1.50E-03,294.188
65,-1.36E-03,294.058
65.02,7.84E-04,294.1
65.041,-2.04E-03,294.115
65.062,1.00E-02,294.129
65.083,4.53E-03,293.991
65.104,7.10E-03,293.955
65.125,4.18E-03,293.808
65.145,3.17E-03,293.797
65.166,5.47E-03,293.902
65.187,-4.18E-03,293.885
65.208,-1.91E-03,293.792
65.229,6.20E-03,293.827
65.25,-1.79E-03,293.856
65.27,-4.46E-04,293.832
65.291,-2.01E-03,293.807
65.312,-6.63E-04,293.948
65.333,-2.07E-03,293.696
65.354,4.01E-03,294.41
65.374,-5.12E-03,295.705
65.416,-1.26E-02,296.44
65.437,1.51E-02,296.77
65.458,2.27E-04,297.174
65.479,-3.39E-03,297.675
65.499,1.69E-02,298.148
65.52,-2.11E-02,298.761
65.541,-4.00E-03,299.161
65.562,-1.60E-02,299.012
65.583,-1.42E-02,299.339
65.604,-7.18E-02,299.673
65.624,-0.387858,299.604
65.666,0.233819,299.144
65.687,7.19E-02,299.109
65.749,0.12877,298.471
65.77,6.26E-02,298.079
65.812,-0.560091,297.342
65.854,-0.300529,296.829
65.937,2.34E-02,295.458
65.958,-4.20E-03,294.19
65.979,2.03E-03,293.73
66,-1.28E-02,293.158
66.02,2.49E-02,291.106
66.041,2.39E-02,290.038
66.062,-3.54E-02,288.991
66.083,1.40E-03,288.892
66.104,-2.22E-03,288.041
66.125,1.14E-02,287.883
66.145,7.26E-03,287.465
66.166,-9.77E-04,288.314
66.187,-9.38E-04,287.472
66.208,-3.76E-03,286.517
66.229,1.72E-03,286.036
66.25,1.04E-02,286.437
66.27,-2.55E-02,287.225
66.291,-6.20E-03,286.081
66.312,-4.08E-04,288.965
66.333,3.60E-04,289.464
66.354,5.70E-03,291.595
66.374,4.60E-03,293.473
66.395,-2.12E-03,295.043
66.416,-3.31E-03,295.73
66.437,-6.25E-03,296.572
66.458,1.59E-02,297.444
66.479,-1.59E-02,298.623
66.499,-1.03E-02,300.292
66.52,-5.64E-02,302.15
66.541,-3.96E-02,303.729
66.583,-2.69E-02,305.048
66.624,0.130606,304.393
66.645,0.273546,303.964
66.666,-7.98E-02,304.638
66.687,-7.25E-02,303.167
66.708,7.61E-02,301.554
66.791,-8.47E-02,300.152
66.833,-0.482744,298.651
66.854,2.32E-02,298.406
66.874,9.45E-03,298.527
66.895,1.98E-02,298.626
66.916,-3.36E-02,298.626
66.937,-2.29E-02,298.419
66.958,-9.38E-02,297.992
66.979,0.14571,297.463
67,-0.45711,296.764
67.02,6.11E-02,298.079
67.041,4.40E-03,298.086
67.062,2.81E-02,297.609
67.083,6.36E-04,297.26
67.104,3.89E-03,297.03
67.166,-7.73E-03,297.689
67.291,-5.18E-02,296.478
67.312,-2.91E-03,296.294
67.333,7.60E-03,295.977
67.416,-3.37E-02,298.632
67.437,0.145118,298.522
67.458,1.27E-03,298.575
67.479,5.63E-03,299.093
67.499,5.46E-04,299.587
67.52,4.27E-03,300.059
67.541,1.33E-04,299.69
67.562,-4.44E-03,299.493
67.604,-0.326388,299.549
67.624,-1.23E-02,299.325
67.645,-4.48E-03,298.896
67.666,-2.29E-03,298.666
67.687,4.71E-03,298.909
67.708,-5.35E-03,298.712
67.729,-3.22E-03,297.533
67.749,0.186479,297.481
67.979,0.592613,296.514
68.083,-7.25E-02,295.862
68.104,-1.96E-03,295.886
68.125,3.55E-03,295.646
68.145,-2.84E-03,295.709
68.166,-1.80E-03,295.722
68.187,-5.01E-03,295.877
68.208,-2.23E-03,295.82
68.229,4.47E-03,295.405
68.27,1.48E-02,306.796
68.291,1.51E-03,304.746
68.312,-9.93E-03,300.281
68.333,0.378841,304.436
68.354,-0.230942,304.543
68.374,1.25E-02,304.868
68.395,-5.17E-03,297.964
68.416,7.40E-02,298.786
68.437,-1.96E-03,298.902
68.458,-3.03E-03,297.349
68.479,-4.75E-03,297.069
68.499,1.85E-02,297.367
68.52,-1.14E-02,297.77
68.541,-1.63E-03,297.82
68.562,-4.18E-02,297.812
68.729,0.398445,297.687
68.749,1.27E-02,297.655
68.77,0.164229,297.535
68.791,-4.69E-03,296.841
68.812,7.19E-03,296.518
68.833,-1.24E-02,296.091
68.854,5.46E-03,295.691
68.874,2.83E-03,295.768
68.895,1.64E-02,296.025
68.916,8.95E-02,295.884
68.937,-3.93E-02,295.221
68.958,-9.02E-04,295.375
68.979,-1.21E-02,295.414
69,3.13E-03,295.272
69.02,1.96E-02,294.673
69.041,-3.74E-04,294.437
69.062,-5.97E-04,293.927
69.083,-1.74E-03,294.439
69.104,-8.11E-04,294.267
69.125,-9.35E-04,294.712
69.145,-9.55E-03,294.231
69.166,6.94E-04,293.434
69.187,-9.69E-06,293.339
69.208,6.13E-04,293.325
69.229,1.95E-03,293.155
69.25,-8.83E-04,292.872
69.27,-1.57E-03,292.822
69.291,9.60E-04,292.529
69.312,-2.14E-03,292.74
69.333,4.26E-03,293.075
69.354,1.04E-03,293.864
69.374,9.84E-03,294.644
69.395,-2.17E-03,295.051
69.416,-9.74E-04,295.45
69.437,4.83E-04,296.047
69.458,-7.36E-04,296.054
69.479,9.40E-03,296.641
69.499,-4.30E-04,297.44
69.52,2.54E-03,298.229
69.541,6.74E-03,298.257
69.562,1.26E-02,298.784
69.583,5.41E-03,298.929
69.604,-2.73E-02,299.306
69.624,-3.71E-03,299.304
69.645,7.66E-03,299.226
69.666,-2.64E-02,298.976
69.687,0.402165,298.834
69.708,1.01E-02,298.546
69.729,2.13E-02,298.498
69.749,1.07E-02,298.27
69.77,2.96E-03,297.987
69.791,-9.60E-03,297.333
69.833,-0.295299,296.51
69.937,2.22E-02,295.905
69.958,3.98E-03,295.662
69.979,3.34E-03,295.417
70,1.07E-02,294.694
70.02,6.77E-04,293.152
70.041,-4.04E-04,292.936
70.062,1.75E-02,290.601
70.083,-4.07E-02,289.66
70.104,-1.89E-02,288.45
70.125,1.51E-02,288.674
70.145,-2.87E-03,287.535
70.166,1.49E-03,287.388
70.187,3.84E-03,287.283
70.208,-2.26E-03,286.238
70.229,-6.64E-03,286.307
70.25,9.75E-04,287
70.27,3.81E-03,288.587
70.291,1.33E-02,287.563
70.354,-3.09E-03,291.808
70.374,-7.67E-04,293.743
70.395,-2.40E-03,294.039
70.416,-4.81E-03,294.481
70.437,5.96E-03,295.541
70.458,-6.82E-03,296.424
70.479,-5.62E-02,296.272
70.499,-1.28E-02,296.667
70.52,-0.16079,297.305
70.541,-9.58E-03,298.265
70.562,-3.72E-02,299.562
70.583,-5.75E-02,301.036
70.604,2.96E-03,301.06
70.624,-4.63E-02,300.461
70.687,-0.488774,301.72
70.708,-5.24E-02,301.277
70.729,6.69E-02,301.198
70.749,-2.41E-02,300.647
70.77,5.70E-02,300.08
70.791,-0.244633,299.598
70.812,0.153634,299.539
70.833,7.79E-03,299.475
70.854,-9.30E-03,299.409
70.874,-4.98E-02,299.304
70.895,7.02E-03,298.933
70.916,1.46E-02,298.911
70.937,4.54E-03,299.016
70.958,-7.83E-03,298.774
70.979,-5.63E-03,298.758
71,5.74E-03,298.315
71.02,-1.40E-02,297.776
71.041,2.84E-03,297.245
71.062,7.95E-04,296.523
71.083,1.33E-03,296.313
71.104,6.50E-04,296.715
71.125,-1.02E-03,298.153
71.145,1.33E-03,297.925
71.166,-1.05E-03,297.682
71.187,8.49E-04,296.274
71.208,1.19E-03,295.662
71.229,6.76E-04,296.145
71.25,6.40E-04,297.779
71.27,-6.40E-04,296.561
71.291,-2.38E-04,296.598
71.312,2.32E-03,296.828
71.333,-1.04E-03,297.199
71.354,2.76E-04,297.771
71.374,-4.87E-03,298.488
71.395,-1.60E-02,299.053
71.416,-4.59E-03,300.033
71.437,-2.47E-03,300.541
71.458,-1.11E-02,300.669
71.479,7.38E-04,301.547
71.499,2.47E-04,303.234
71.52,1.70E-02,304.37
71.541,-5.11E-03,304.654
71.562,1.73E-03,305.944
71.583,5.88E-03,306.149
71.604,-1.10E-03,305.572
71.624,-3.04E-03,305.421
71.645,1.42E-03,305.491
71.666,-4.53E-03,306.081
71.687,2.59E-03,306.65
71.708,7.12E-04,307.115
71.729,-9.08E-04,306.962
71.749,3.05E-03,306.082
71.77,4.09E-03,305.851
71.791,-1.32E-02,305.169
71.812,-1.47E-03,304.387
71.833,-5.87E-03,303.106
71.854,2.07E-03,302.409
71.874,-6.14E-03,302.201
71.895,-1.40E-03,302.044
71.916,-4.56E-02,302.613
71.937,-2.27E-03,303.277
71.958,-2.55E-02,303.578
71.979,-9.61E-03,303.156
72,1.52E-03,303.071
72.02,-1.24E-02,302.909
72.041,-1.40E-02,302.7
72.062,3.93E-03,302.761
72.083,-4.38E-03,302.472
72.104,-4.95E-02,302.212
72.25,0.314504,300.724
72.27,0.243313,302.14
72.395,0.164236,305.032
72.416,5.63E-03,306.004
72.437,9.37E-03,306.09
72.458,-1.20E-04,306.053
72.479,1.10E-02,304.332
72.499,-4.82E-03,302.423
72.52,6.49E-03,301.751
72.541,-4.16E-02,301.16
72.562,1.86E-03,300.942
72.583,-1.99E-03,300.208
72.604,-0.392808,303.154
72.624,9.55E-03,305.601
72.645,1.18E-02,302.403
72.666,-2.14E-02,301.968
72.687,-3.21E-03,302.929
72.708,-5.71E-03,303.884
72.729,-3.61E-03,304.27
72.749,-4.54E-02,304.87
72.77,1.80E-02,301.768
72.791,3.25E-02,302.156
72.812,2.67E-03,298.817
72.833,-2.46E-03,295.391
72.854,6.14E-03,295.083
72.874,-9.79E-03,295.068
72.895,3.50E-03,295.044
72.916,-2.40E-03,294.945
72.937,-4.77E-03,294.516
72.958,-8.27E-03,294.415
72.979,-7.40E-04,294.686
73,-8.48E-03,294.276
73.02,3.26E-03,294.172
73.041,-5.02E-03,293.855
73.062,-3.44E-03,293.333
73.083,3.86E-03,293.671
